年月,港口別,Total,國輪合計,外輪合計,進港合計,進港國輪,進港外輪,出港合計,出港國輪,出港外輪
201909,基隆港,1263849,487262,776587,984801,448705,536096,279048,38557,240491
201909,臺中港,6365219,1193784,5171435,5585659,1024894,4560765,779560,168890,610670
201909,高雄港,9222135,1412115,7810020,6413686,884735,5528951,2808449,527380,2281069
201909,花蓮港,638316,486051,152265,100900,13885,87015,537416,472166,65250
201909,臺北港,1413290,233618,1179672,977560,59591,917969,435730,174027,261703
201909,蘇澳港,376441,167205,209236,252938,52328,200610,123503,114877,8626
201909,安平港,128701,48600,80101,113368,48600,64768,15333,0,15333
201910,國際商港,18700199,5102264,13597935,13540542,3485047,10055495,5159657,1617217,3542440
201910,基隆港,1243554,533994,709560,939903,479290,460613,303651,54704,248947
201910,臺中港,6019818,1806629,4213189,5141050,1643680,3497370,878768,162949,715819
201910,高雄港,8807068,1705502,7101566,6018490,1160441,4858049,2788578,545061,2243517
201910,花蓮港,809098,599228,209870,169689,27444,142245,639409,571784,67625
201910,臺北港,1374417,232759,1141658,960828,63740,897088,413589,169019,244570
201910,蘇澳港,291370,167052,124318,162570,53352,109218,128800,113700,15100
201910,安平港,154874,57100,97774,148012,57100,90912,6862,0,6862
201911,國際商港,18763573,4566872,14196701,14008762,3097889,10910873,4754811,1468983,3285828
201911,基隆港,1160787,459426,701361,872846,422787,450059,287941,36639,251302
201911,臺中港,5251208,1198962,4052246,4534179,1050414,3483765,717029,148548,568481
201911,高雄港,9647508,1957628,7689880,6938275,1405726,5532549,2709233,551902,2157331
201911,花蓮港,683517,558475,125042,139891,35743,104148,543626,522732,20894
201911,臺北港,1422982,186496,1236486,1025855,62734,963121,397127,123762,273365
201911,蘇澳港,458601,158385,300216,367201,72985,294216,91400,85400,6000
201911,安平港,138970,47500,91470,130515,47500,83015,8455,0,8455
201912,國際商港,18944005,4744381,14199624,13917251,3308169,10609082,5026754,1436212,3590542
201912,基隆港,1347791,556634,791157,1051886,514534,537352,295905,42100,253805
201912,臺中港,5439928,1335259,4104669,4639650,1152423,3487227,800278,182836,617442
201912,高雄港,9345150,1915962,7429188,6433119,1337442,5095677,2912031,578520,2333511
201912,花蓮港,812484,533126,279358,240928,41780,199148,571556,491346,80210
201912,臺北港,1569971,248148,1321823,1216938,144338,1072600,353033,103810,249223
201912,蘇澳港,282986,88452,194534,206401,50852,155549,76585,37600,38985
201912,安平港,145695,66800,78895,128329,66800,61529,17366,0,17366
202001,國際商港,15596668,3881828,11714840,10916143,2558101,8358042,4680525,1323727,3356798
202001,基隆港,1100833,400754,700079,855024,361033,493991,245809,39721,206088
202001,臺中港,3581187,833529,2747658,2946258,737685,2208573,634929,95844,539085
202001,高雄港,8770331,1784326,6986005,5964902,1218888,4746014,2805429,565438,2239991
202001,花蓮港,619898,460070,159828,135693,17385,118308,484205,442685,41520
202001,臺北港,1079482,166667,912815,738529,94728,643801,340953,71939,269014
202001,蘇澳港,325129,185682,139447,175576,77582,97994,149553,108100,41453
202001,安平港,119808,50800,69008,100161,50800,49361,19647,0,19647
202002,國際商港,18740643,4209159,14531484,13885713,2715527,11170186,4854930,1493632,3361298
202002,基隆港,1050065,498256,551809,830230,461427,368803,219835,36829,183006
202002,臺中港,6152447,1175164,4977283,5442610,1039038,4403572,709837,136126,573711
202002,高雄港,9084338,1638148,7446190,6176406,1044224,5132182,2907932,593924,2314008
202002,花蓮港,704866,535812,169054,182250,23196,159054,522616,512616,10000
202002,臺北港,1141420,179555,961865,757270,51579,705691,384150,127976,256174
202002,蘇澳港,478355,133863,344492,378709,49063,329646,99646,84800,14846
202002,安平港,129152,48361,80791,118238,47000,71238,10914,1361,9553
202003,國際商港,20276115,5496299,14779816,14877454,3972529,10904925,5398661,1523770,3874891
202003,基隆港,1449971,594591,855380,1142774,528048,614726,307197,66543,240654
202003,臺中港,5619466,1629253,3990213,4860000,1451752,3408248,759466,177501,581965
202003,高雄港,9909960,1977209,7932751,6749562,1479972,5269590,3160398,497237,2663161
202003,花蓮港,899305,618619,280686,277700,52894,224806,621605,565725,55880
202003,臺北港,1830843,369024,1461819,1423552,266060,1157492,407291,102964,304327
202003,蘇澳港,360214,178359,181855,229049,64559,164490,131165,113800,17365
202003,安平港,206356,129244,77112,194817,129244,65573,11539,0,11539
202004,國際商港,19609270,5326845,14282425,15205333,3961483,11243850,4403937,1365362,3038575
202004,基隆港,1467231,622804,844427,1172617,526327,646290,294614,96477,198137
202004,臺中港,6744720,1838534,4906186,6056116,1677733,4378383,688604,160801,527803
202004,高雄港,8778226,1789717,6988509,6316435,1375338,4941097,2461791,414379,2047412
202004,花蓮港,722897,613687,109210,200161,90951,109210,522736,522736,0
202004,臺北港,1484011,263737,1220274,1130024,144068,985956,353987,119669,234318
202004,蘇澳港,295972,139766,156206,219972,88466,131506,76000,51300,24700
202004,安平港,116213,58600,57613,110008,58600,51408,6205,0,6205
202005,國際商港,18958635,5176579,13782056,14323270,3711973,10611297,4635365,1464606,3170759
202005,基隆港,1369513,571278,798235,1066787,475954,590833,302726,95324,207402
202005,臺中港,5882289,1501449,4380840,5176586,1320130,3856456,705703,181319,524384
202005,高雄港,8721520,2011194,6710326,6080988,1441101,4639887,2640532,570093,2070439
202005,花蓮港,880066,642161,237905,281709,142454,139255,598357,499707,98650
202005,臺北港,1605491,292809,1312682,1292761,208846,1083915,312730,83963,228767
202005,蘇澳港,354777,108188,246589,287507,73988,213519,67270,34200,33070
202005,安平港,144979,49500,95479,136932,49500,87432,8047,0,8047
202006,國際商港,18845268,4853645,13991623,14203387,3270986,10932401,4641881,1582659,3059222
202006,基隆港,1370021,538722,831299,1055262,452967,602295,314759,85755,229004
202006,臺中港,5914046,1553386,4360660,5133768,1334462,3799306,780278,218924,561354
202006,高雄港,8787957,1769255,7018702,6261398,1184362,5077036,2526559,584893,1941666
202006,花蓮港,751746,568855,182891,155748,42627,113121,595998,526228,69770
202006,臺北港,1519042,229517,1289525,1242028,170052,1071976,277014,59465,217549
202006,蘇澳港,382046,148410,233636,251652,41016,210636,130394,107394,23000
202006,安平港,120410,45500,74910,103531,45500,58031,16879,0,16879
202007,國際商港,19161682,5127897,14033785,14315166,3561527,10753639,4846516,1566370,3280146
202007,基隆港,1519056,619882,899174,1175760,488339,687421,343296,131543,211753
202007,臺中港,5708395,1385563,4322832,4909605,1167015,3742590,798790,218548,580242
202007,高雄港,9249653,2074527,7175126,6702883,1563884,5138999,2546770,510643,2036127
202007,花蓮港,747895,529748,218147,111280,37615,73665,636615,492133,144482
202007,臺北港,1465740,312018,1153722,1085255,200464,884791,380485,111554,268931
202007,蘇澳港,353589,156798,196791,228401,56210,172191,125188,100588,24600
202007,安平港,117354,49361,67993,101982,48000,53982,15372,1361,14011
202008,國際商港,20733810,5100488,15633322,15886688,3615260,12271428,4847122,1485228,3361894
202008,基隆港,1410913,635849,775064,1020005,474005,546000,390908,161844,229064
202008,臺中港,7131356,1855228,5276128,6352871,1700789,4652082,778485,154439,624046
202008,高雄港,9047513,1610437,7437076,6433262,1150690,5282572,2614251,459747,2154504
202008,花蓮港,760220,520298,239922,219715,16793,202922,540505,503505,37000
202008,臺北港,1717904,295213,1422691,1345587,172020,1173567,372317,123193,249124
202008,蘇澳港,548471,142102,406369,407412,59602,347810,141059,82500,58559
202008,安平港,117433,41361,76072,107836,41361,66475,9597,0,9597
202009,國際商港,18516948,3975565,14541383,13783790,2546304,11237486,4733158,1429261,3303897
202009,基隆港,1288637,520103,768534,962202,413559,548643,326435,106544,219891
202009,臺中港,6151120,1061779,5089341,5394250,905236,4489014,756870,156543,600327
202009,高雄港,8603478,1549228,7054250,5981546,1021496,4960050,2621932,527732,2094200
202009,花蓮港,699053,520341,178712,119744,27762,91982,579309,492579,86730
202009,臺北港,1465614,196181,1269433,1098360,93018,1005342,367254,103163,264091
202009,蘇澳港,212408,89591,122817,136975,46891,90084,75433,42700,32733
202009,安平港,96638,38342,58296,90713,38342,52371,5925,0,5925
202010,國際商港,19328424,4393200,14935224,14140198,2851596,11288602,5188226,1541604,3646622
202010,基隆港,1371071,547752,823319,1038461,451087,587374,332610,96665,235945
202010,臺中港,6002671,1460361,4542310,5146124,1242709,3903415,856547,217652,638895
202010,高雄港,9281852,1524587,7757265,6312814,940413,5372401,2969038,584174,2384864
202010,花蓮港,743845,461522,282323,213257,12022,201235,530588,449500,81088
202010,臺北港,1470058,201081,1268977,1092929,101070,991859,377129,100011,277118
202010,蘇澳港,343124,133516,209608,232137,41729,190408,110987,91787,19200
202010,安平港,115803,64381,51422,104476,62566,41910,11327,1815,9512
202011,國際商港,19819002,4627481,15191521,14694876,3134308,11560568,5124126,1493173,3630953
202011,基隆港,1353642,594481,759161,1015064,510250,504814,338578,84231,254347
202011,臺中港,6120572,1398620,4721952,5226753,1214453,4012300,893819,184167,709652
202011,高雄港,9751625,1739561,8012064,6776880,1102600,5674280,2974745,636961,2337784
202011,花蓮港,738904,486931,251973,200221,9024,191197,538683,477907,60776
202011,臺北港,1471868,281748,1190120,1136621,197441,939180,335247,84307,250940
202011,蘇澳港,238328,72990,165338,206368,47390,158978,31960,25600,6360
202011,安平港,144063,53150,90913,132969,53150,79819,11094,0,11094
202012,國際商港,18830277,4839282,13990995,13647662,3202077,10445585,5182615,1637205,3545410
202012,基隆港,1440007,549027,890980,1098495,486545,611950,341512,62482,279030
202012,臺中港,5874355,1552407,4321948,5021642,1349848,3671794,852713,202559,650154
202012,高雄港,8562967,1673169,6889798,5575144,972328,4602816,2987823,700841,2286982
202012,花蓮港,881297,596426,284871,267591,13800,253791,613706,582626,31080
202012,臺北港,1638633,318344,1320289,1288618,247393,1041225,350015,70951,279064
202012,蘇澳港,281909,72342,209567,252219,54702,197517,29690,17640,12050
202012,安平港,151109,77567,73542,143953,77461,66492,7156,106,7050
202101,國際商港,21156697,5404693,15752004,15456270,3693401,11762869,5700427,1711292,3989135
202101,基隆港,1410494,546766,863728,1097687,473140,624547,312807,73626,239181
202101,臺中港,5897939,1403777,4494162,5052813,1259270,3793543,845126,144507,700619
202101,高雄港,10533904,2294943,8238961,7205067,1564430,5640637,3328837,730513,2598324
202101,花蓮港,909679,595542,314137,227728,10527,217201,681951,585015,96936
202101,臺北港,1898876,382414,1516462,1493517,288284,1205233,405359,94130,311229
202101,蘇澳港,353823,121451,232372,240852,37950,202902,112971,83501,29470
202101,安平港,151982,59800,92182,138606,59800,78806,13376,0,13376
