年月,港口別,Total,國輪合計,外輪合計,進港合計,進港國輪,進港外輪,出港合計,出港國輪,出港外輪
200806,基隆港,2686619,723346,1963273,2026804,650391,1376413,659815,72955,586860
200806,花蓮港,1503090,1008645,494445,261594,21033,240561,1241496,987612,253884
200806,臺北港,761346,328007,433339,752670,320301,432369,8676,7706,970
200806,安平港,481456,23838,457618,468750,23218,445532,12706,620,12086
200806,蘇澳港,339882,71959,267923,242045,49022,193023,97837,22937,74900
200807,國際商港,22715197,5750225,16964972,16892514,3325872,13566642,5822683,2424353,3398330
200807,高雄港,12032474,2745644,9286830,8559387,1557866,7001521,3473087,1187778,2285309
200807,臺中港,5195747,790265,4405482,4754230,725179,4029051,441517,65086,376431
200807,基隆港,2565857,714759,1851098,1982908,643665,1339243,582949,71094,511855
200807,花蓮港,1288235,1058440,229795,151801,52115,99686,1136434,1006325,130109
200807,臺北港,777007,315540,461467,749347,288363,460984,27660,27177,483
200807,安平港,434990,37536,397454,424814,35654,389160,10176,1882,8294
200807,蘇澳港,420887,88041,332846,270027,23030,246997,150860,65011,85849
200808,國際商港,24531670,5774134,18757536,18483547,3310869,15172678,6048123,2463265,3584858
200808,高雄港,13885453,2662465,11222988,10269595,1395212,8874383,3615858,1267253,2348605
200808,臺中港,4373531,810649,3562882,3955890,743510,3212380,417641,67139,350502
200808,基隆港,2768793,747686,2021107,2151974,684275,1467699,616819,63411,553408
200808,花蓮港,1532420,1026551,505869,314142,20583,293559,1218278,1005968,212310
200808,安平港,827090,40243,786847,816866,39500,777366,10224,743,9481
200808,臺北港,727481,361576,365905,718771,353708,365063,8710,7868,842
200808,蘇澳港,416902,124964,291938,256309,74081,182228,160593,50883,109710
200809,國際商港,20897033,4803396,16093637,15421623,2620567,12801056,5475410,2182829,3292581
200809,高雄港,11318513,2386704,8931809,7937450,1221134,6716316,3381063,1165570,2215493
200809,臺中港,4528128,591515,3936613,4156236,536330,3619906,371892,55185,316707
200809,基隆港,2455328,606215,1849113,1897431,548793,1348638,557897,57422,500475
200809,花蓮港,1123258,817644,305614,87005,19326,67679,1036253,798318,237935
200809,臺北港,666054,247028,419026,641762,223820,417942,24292,23208,1084
200809,安平港,532390,24291,508099,521513,23529,497984,10877,762,10115
200809,蘇澳港,273362,129999,143363,180226,47635,132591,93136,82364,10772
200810,國際商港,20991734,6171834,14819900,14752646,3430779,11321867,6239088,2741055,3498033
200810,高雄港,11366029,2806363,8559666,7694651,1275717,6418934,3671378,1530646,2140732
200810,臺中港,4009671,1065617,2944054,3609252,1005209,2604043,400419,60408,340011
200810,基隆港,2267559,684205,1583354,1724613,623298,1101315,542946,60907,482039
200810,花蓮港,1690066,1047337,642729,271788,37998,233790,1418278,1009339,408939
200810,臺北港,765389,373197,392192,735218,343597,391621,30171,29600,571
200810,蘇澳港,515488,155638,359850,345540,106939,238601,169948,48699,121249
200810,安平港,377532,39477,338055,371584,38021,333563,5948,1456,4492
200811,國際商港,19408088,5148156,14259932,14215681,2899510,11316171,5192407,2248646,2943761
200811,高雄港,10352287,2410374,7941913,7173238,1221731,5951507,3179049,1188643,1990406
200811,臺中港,4297358,789178,3508180,3815297,699223,3116074,482061,89955,392106
200811,基隆港,2198138,666724,1531414,1720917,608818,1112099,477221,57906,419315
200811,花蓮港,1082635,883922,198713,185391,37022,148369,897244,846900,50344
200811,臺北港,603773,270857,332916,581955,250621,331334,21818,20236,1582
200811,安平港,454166,37156,417010,451202,36000,415202,2964,1156,1808
200811,蘇澳港,419731,89945,329786,287681,46095,241586,132050,43850,88200
200812,國際商港,18681869,5125485,13556384,13171320,2837156,10334164,5510549,2288329,3222220
200812,高雄港,10103647,2435376,7668271,6966314,1339741,5626573,3137333,1095635,2041698
200812,臺中港,3646670,652864,2993806,3012922,561428,2451494,633748,91436,542312
200812,基隆港,2060112,651669,1408443,1592257,580108,1012149,467855,71561,396294
200812,花蓮港,1378528,957285,421243,260141,22327,237814,1118387,934958,183429
200812,臺北港,775317,263507,511810,757643,245942,511701,17674,17565,109
200812,安平港,474764,40374,434390,459723,38000,421723,15041,2374,12667
200812,蘇澳港,242831,124410,118421,122320,49610,72710,120511,74800,45711
200901,國際商港,15890858,4518714,11372144,11056596,2653562,8403034,4834262,1865152,2969110
200901,高雄港,8179903,2261767,5918136,5253170,1273445,3979725,2926733,988322,1938411
200901,臺中港,3362496,638809,2723687,2930446,583862,2346584,432050,54947,377103
200901,基隆港,1679891,512468,1167423,1296394,462510,833884,383497,49958,333539
200901,花蓮港,1039051,711352,327699,176913,50464,126449,862138,660888,201250
200901,安平港,633268,28947,604321,630346,27150,603196,2922,1797,1125
200901,臺北港,624650,199417,425233,613735,190977,422758,10915,8440,2475
200901,蘇澳港,371599,165954,205645,155592,65154,90438,216007,100800,115207
200902,國際商港,17555172,4685740,12869432,12332387,2760121,9572266,5222785,1925619,3297166
200902,高雄港,9749616,2641365,7108251,6445005,1429278,5015727,3304611,1212087,2092524
200902,臺中港,3475923,729030,2746893,2957102,671101,2286001,518821,57929,460892
200902,基隆港,1520802,444006,1076796,1125271,404145,721126,395531,39861,355670
200902,花蓮港,1167735,623563,544172,300877,48265,252612,866858,575298,291560
200902,臺北港,629126,148342,480784,610770,135097,475673,18356,13245,5111
200902,安平港,530303,12736,517567,524495,11837,512658,5808,899,4909
200902,蘇澳港,481667,86698,394969,368867,60398,308469,112800,26300,86500
200903,國際商港,19871846,5513337,14358509,13906578,3261712,10644866,5965268,2251625,3713643
200903,高雄港,10279085,2658390,7620695,6567579,1519252,5048327,3711506,1139138,2572368
200903,臺中港,4593527,878008,3715519,4109367,810987,3298380,484160,67021,417139
200903,基隆港,2096044,656273,1439771,1498841,537726,961115,597203,118547,478656
200903,花蓮港,1031505,894169,137336,97849,65413,32436,933656,828756,104900
200903,臺北港,807461,262044,545417,722249,213376,508873,85212,48668,36544
200903,安平港,677324,28195,649129,670129,21000,649129,7195,7195,0
200903,蘇澳港,386900,136258,250642,240564,93958,146606,146336,42300,104036
200904,國際商港,19754968,5417755,14337213,14126782,3332851,10793931,5628186,2084904,3543282
200904,高雄港,10455185,2503637,7951548,7124447,1446645,5677802,3330738,1056992,2273746
200904,臺中港,4252977,1154836,3098141,3789953,1088933,2701020,463024,65903,397121
200904,基隆港,1898433,510559,1387874,1410951,427118,983833,487482,83441,404041
200904,花蓮港,1298940,898762,400178,175098,76422,98676,1123842,822340,301502
200904,臺北港,987955,268203,719752,915752,239334,676418,72203,28869,43334
200904,安平港,546781,21009,525772,542866,19000,523866,3915,2009,1906
200904,蘇澳港,314697,60749,253948,167715,35399,132316,146982,25350,121632
200905,國際商港,18793582,4662987,14130595,13259551,2902290,10357261,5534031,1760697,3773334
200905,高雄港,9643854,2243654,7400200,6378335,1441092,4937243,3265519,802562,2462957
200905,臺中港,4022485,701743,3320742,3534409,639358,2895051,488076,62385,425691
200905,基隆港,1957733,559447,1398286,1452254,481683,970571,505479,77764,427715
200905,花蓮港,1117564,807860,309704,84963,42642,42321,1032601,765218,267383
200905,臺北港,940190,243070,697120,842263,209360,632903,97927,33710,64217
200905,安平港,656222,33398,622824,654203,32140,622063,2019,1258,761
200905,蘇澳港,455534,73815,381719,313124,56015,257109,142410,17800,124610
200906,國際商港,20203389,4574517,15628872,14586385,2815159,11771226,5617004,1759358,3857646
200906,高雄港,10690677,2105851,8584826,7399423,1392510,6006913,3291254,713341,2577913
200906,臺中港,4304737,811576,3493161,3787724,748776,3038948,517013,62800,454213
200906,基隆港,2057113,568211,1488902,1537839,486547,1051292,519274,81664,437610
200906,花蓮港,1213098,830060,383038,161516,23348,138168,1051582,806712,244870
200906,臺北港,1049762,185568,864194,908459,114605,793854,141303,70963,70340
200906,安平港,630629,25766,604863,629801,24938,604863,828,828,0
200906,蘇澳港,257373,47485,209888,161623,24435,137188,95750,23050,72700
200907,國際商港,20569350,5094494,15474856,14980275,3269482,11710793,5589075,1825012,3764063
200907,高雄港,10631749,2682917,7948832,7286485,1844573,5441912,3345264,838344,2506920
200907,臺中港,4946663,769600,4177063,4441423,700586,3740837,505240,69014,436226
200907,基隆港,1917114,580751,1336363,1434291,480758,953533,482823,99993,382830
200907,花蓮港,1077011,711000,366011,168451,28024,140427,908560,682976,225584
200907,臺北港,1002527,222846,779681,829819,137647,692172,172708,85199,87509
200907,安平港,549200,18457,530743,547064,16321,530743,2136,2136,0
200907,蘇澳港,445086,108923,336163,272742,61573,211169,172344,47350,124994
200908,國際商港,22047165,4964704,17082461,16403580,3251863,13151717,5643585,1712841,3930744
200908,高雄港,11528813,2176515,9352298,8265596,1370103,6895493,3263217,806412,2456805
200908,臺中港,5297663,1242247,4055416,4711217,1160283,3550934,586446,81964,504482
200908,基隆港,2037522,571322,1466200,1501347,453870,1047477,536175,117452,418723
200908,花蓮港,1138968,710560,428408,115065,32511,82554,1023903,678049,345854
200908,臺北港,958054,159506,798548,835147,143319,691828,122907,16187,106720
200908,安平港,660746,42864,617882,659269,41387,617882,1477,1477,0
200908,蘇澳港,425399,61690,363709,315939,50390,265549,109460,11300,98160
200909,國際商港,21982164,4958951,17023213,16461880,3085166,13376714,5520284,1873785,3646499
200909,高雄港,11175930,2313475,8862455,7846843,1413234,6433609,3329087,900241,2428846
200909,臺中港,5064380,887671,4176709,4579247,826026,3753221,485133,61645,423488
200909,基隆港,1987612,619862,1367750,1537313,536154,1001159,450299,83708,366591
200909,臺北港,1226334,166040,1060294,1123581,148502,975079,102753,17538,85215
200909,花蓮港,1215182,795241,419941,244452,38290,206162,970730,756951,213779
200909,安平港,768604,34302,734302,761497,29700,731797,7107,4602,2505
200909,蘇澳港,544122,142360,401762,368947,93260,275687,175175,49100,126075
200910,國際商港,18859073,4332121,14526952,13734809,2728407,11006402,5124264,1603714,3520550
200910,高雄港,9892420,2061179,7831241,6746217,1229794,5516423,3146203,831385,2314818
200910,臺中港,4299152,831719,3467433,3821351,767157,3054194,477801,64562,413239
200910,基隆港,1840901,553045,1287856,1359531,462681,896850,481370,90364,391006
200910,臺北港,1074409,149171,925238,950786,135347,815439,123623,13824,109799
200910,花蓮港,812400,577795,234605,64224,27569,36655,748176,550226,197950
200910,安平港,557045,29053,527992,546624,24600,522024,10421,4453,5968
200910,蘇澳港,382746,130159,252587,246076,81259,164817,136670,48900,87770
200911,國際商港,20076812,4987052,15089760,14653555,3261695,11391860,5423257,1725357,3697900
200911,高雄港,10801858,2322896,8478962,7588362,1557165,6031197,3213496,765731,2447765
200911,臺中港,4418872,1096482,3322390,3906404,1026772,2879632,512468,69710,442758
200911,基隆港,2016583,535576,1481007,1532561,454223,1078338,484022,81353,402669
200911,花蓮港,1203070,732148,470922,263467,23045,240422,939603,709103,230500
200911,臺北港,972865,157323,815542,855806,140772,715034,117059,16551,100508
200911,蘇澳港,371101,109548,261553,216271,28418,187853,154830,81130,73700
200911,安平港,292463,33079,259384,290684,31300,259384,1779,1779,0
200912,國際商港,20133295,4138170,15995125,15067191,2550436,12516755,5066104,1587734,3478370
200912,高雄港,10541172,1344527,9196645,7691853,654182,7037671,2849319,690345,2158974
200912,臺中港,4707652,1094771,3612881,4189045,1030986,3158059,518607,63785,454822
200912,基隆港,2029350,645839,1383511,1553253,577963,975290,476097,67876,408221
200912,花蓮港,1086511,708658,377853,194480,49543,144937,892031,659115,232916
200912,臺北港,977323,148667,828656,839695,131065,708630,137628,17602,120026
200912,蘇澳港,537877,154597,383280,357777,69397,288380,180100,85200,94900
200912,安平港,253410,41111,212299,241088,37300,203788,12322,3811,8511
201001,國際商港,21387515,4485844,16901671,15830325,3022122,12808203,5557190,1463722,4093468
201001,高雄港,11201486,1890284,9311202,8203671,1437893,6765778,2997815,452391,2545424
201001,臺中港,4736114,792524,3943590,4195880,726231,3469649,540234,66293,473941
201001,基隆港,2296019,665800,1630219,1774380,598072,1176308,521639,67728,453911
201001,花蓮港,1519068,862615,656453,365764,43787,321977,1153304,818828,334476
201001,臺北港,1058015,121179,936836,908908,107483,801425,149107,13696,135411
201001,蘇澳港,410748,114656,296092,218643,72856,145787,192105,41800,150305
201001,安平港,166065,38786,127279,163079,35800,127279,2986,2986,0
201002,國際商港,16628057,3579867,13048190,12549895,2355942,10193953,4078162,1223925,2854237
201002,高雄港,8393753,1356931,7036822,6044157,810499,5233658,2349596,546432,1803164
201002,臺中港,4376768,886500,3490268,4019567,850737,3168830,357201,35763,321438
201002,基隆港,1507974,470337,1037637,1178475,427622,750853,329499,42715,286784
201002,花蓮港,1000631,514862,485769,254449,27350,227099,746182,487512,258670
201002,臺北港,690238,92240,597998,599419,78527,520892,90819,13713,77106
201002,蘇澳港,547192,216459,330733,352016,124259,227757,195176,92200,102976
201002,安平港,111501,42538,68963,101812,36948,64864,9689,5590,4099
201003,國際商港,20542797,3936630,16606167,14564090,2429714,12134376,5978707,1506916,4471791
201003,高雄港,10051897,1520718,8531179,6630290,945698,5684592,3421607,575020,2846587
201003,臺中港,5270297,761680,4508617,4716483,683440,4033043,553814,78240,475574
201003,基隆港,2405705,624125,1781580,1824392,533390,1291002,581313,90735,490578
201003,花蓮港,1097964,697133,400831,63256,7395,55861,1034708,689738,344970
201003,臺北港,1001203,192850,808353,853593,153090,700503,147610,39760,107850
201003,蘇澳港,601824,100886,500938,368570,68901,299669,233254,31985,201269
201003,安平港,113907,39238,74669,107506,37800,69706,6401,1438,4963
201004,國際商港,20207490,4099483,16108007,14714382,2554733,12159649,5493108,1544750,3948358
201004,高雄港,10415662,1511069,8904593,7416580,983872,6432708,2999082,527197,2471885
201004,臺中港,4923151,876851,4046300,4388597,794964,3593633,534554,81887,452667
201004,基隆港,2073199,586770,1486429,1544779,491274,1053505,528420,95496,432924
201004,花蓮港,1116072,749030,367042,152362,40315,112047,963710,708715,254995
201004,臺北港,1001070,223177,777893,823179,145790,677389,177891,77387,100504
201004,蘇澳港,593814,117018,476796,307831,64418,243413,285983,52600,233383
201004,安平港,84522,35568,48954,81054,34100,46954,3468,1468,2000
201005,國際商港,21758980,3793507,17965473,15978547,2259195,13719352,5780433,1534312,4246121
201005,高雄港,10649784,1328690,9321094,7290336,800357,6489979,3359448,528333,2831115
201005,臺中港,5830508,747068,5083440,5263791,650025,4613766,566717,97043,469674
201005,基隆港,2357383,673323,1684060,1751923,534138,1217785,605460,139185,466275
201005,花蓮港,1289224,721041,568183,358871,37820,321051,930353,683221,247132
201005,臺北港,1201039,162234,1038805,1024741,108332,916409,176298,53902,122396
201005,蘇澳港,349518,116323,233195,215658,87323,128335,133860,29000,104860
201005,安平港,81524,44828,36696,73227,41200,32027,8297,3628,4669
201006,國際商港,20781734,3837610,16944124,15788373,2407101,13381272,4993361,1430509,3562852
201006,高雄港,10591406,1375970,9215436,7733493,947266,6786227,2857913,428704,2429209
201006,臺中港,5699526,909655,4789871,5212214,835124,4377090,487312,74531,412781
201006,基隆港,2101824,496299,1605525,1586363,407635,1178728,515461,88664,426797
201006,花蓮港,1080560,711456,369104,232292,9393,222899,848268,702063,146205
201006,臺北港,984853,209638,775215,821582,134437,687145,163271,75201,88070
201006,蘇澳港,215903,100254,115649,104143,40116,64027,111760,60138,51622
201006,安平港,107662,34338,73324,98286,33130,65156,9376,1208,8168
201007,國際商港,20419321,4149219,16270102,15138547,2568830,12569717,5280774,1580389,3700385
201007,高雄港,10644564,1566468,9078096,7697664,1028561,6669103,2946900,537907,2408993
201007,臺中港,4986708,1027524,3959184,4426825,944564,3482261,559883,82960,476923
201007,基隆港,2017096,474064,1543032,1511207,392295,1118912,505889,81769,424120
201007,花蓮港,1253059,804603,448456,320596,71570,249026,932463,733033,199430
201007,臺北港,1063854,156363,907491,860620,50610,810010,203234,105753,97481
201007,蘇澳港,373263,85230,288033,242116,47280,194836,131147,37950,93197
201007,安平港,80777,34967,45810,79519,33950,45569,1258,1017,241
201008,國際商港,21988559,4461610,17526949,16330850,2850297,13480553,5657709,1611313,4046396
201008,高雄港,10839560,1503881,9335679,7474198,889317,6584881,3365362,614564,2750798
201008,臺中港,5989159,1307194,4681965,5453063,1219236,4233827,536096,87958,448138
201008,基隆港,2179846,572755,1607091,1679754,508040,1171714,500092,64715,435377
201008,花蓮港,1106709,696560,410149,270599,35090,235509,836110,661470,174640
201008,臺北港,1026610,246135,780475,808608,123790,684818,218002,122345,95657
201008,蘇澳港,750880,108219,642661,556925,49519,507406,193955,58700,135255
201008,安平港,95795,26866,68929,87703,25305,62398,8092,1561,6531
201009,國際商港,19781217,3644012,16137205,14480962,2111408,12369554,5300255,1532604,3767651
201009,高雄港,10124899,1391141,8733758,6931541,778407,6153134,3193358,612734,2580624
201009,臺中港,5195317,847345,4347972,4677105,748968,3928137,518212,98377,419835
201009,基隆港,1931494,429465,1502029,1459049,362259,1096790,472445,67206,405239
201009,臺北港,1011976,146188,865788,859171,81529,777642,152805,64659,88146
201009,花蓮港,976870,682655,294215,168909,41578,127331,807961,641077,166884
201009,蘇澳港,467521,121633,345888,317121,74203,242918,150400,47430,102970
201009,安平港,73140,25585,47555,68066,24464,43602,5074,1121,3953
201010,國際商港,20646960,3878027,16768933,15271270,2308344,12962926,5375690,1569683,3806007
201010,高雄港,10226652,1363143,8863509,7160469,794038,6366431,3066183,569105,2497078
201010,臺中港,5815554,958854,4856700,5200011,832778,4367233,615543,126076,489467
201010,基隆港,2013606,547123,1466483,1507235,472976,1034259,506371,74147,432224
201010,花蓮港,1238404,709161,529243,322502,18734,303768,915902,690427,225475
201010,臺北港,915112,148933,766179,766812,89824,676988,148300,59109,89191
201010,蘇澳港,339973,119192,220781,220101,69511,150590,119872,49681,70191
201010,安平港,97659,31621,66038,94140,30483,63657,3519,1138,2381
201011,國際商港,21662022,4015470,17646552,16225876,2416153,13809723,5436146,1599317,3836829
201011,高雄港,11064575,1492155,9572420,7873589,924887,6948702,3190986,567268,2623718
201011,臺中港,5774194,938481,4835713,5207610,831323,4376287,566584,107158,459426
201011,基隆港,2082076,497776,1584300,1600774,430877,1169897,481302,66899,414403
201011,臺北港,1144771,154379,990392,982763,100501,882262,162008,53878,108130
201011,花蓮港,1103262,781181,322081,197834,21462,176372,905428,759719,145709
201011,蘇澳港,410696,108164,302532,287533,66494,221039,123163,41670,81493
201011,安平港,82448,43334,39114,75773,40609,35164,6675,2725,3950
201012,國際商港,20680802,4788687,15892115,15242950,2878965,12363985,5437852,1909722,3528130
201012,高雄港,10748195,2302219,8445976,7562057,1444296,6117761,3186138,857923,2328215
201012,臺中港,5076193,773078,4303115,4518039,668437,3849602,558154,104641,453513
201012,基隆港,2040365,556164,1484201,1584690,501499,1083191,455675,54665,401010
201012,花蓮港,1131657,763287,368370,243423,27793,215630,888234,735494,152740
201012,臺北港,1129744,195162,934582,940937,105608,835329,188807,89554,99253
201012,蘇澳港,452727,153630,299097,298410,89732,208678,154317,63898,90419
201012,安平港,101921,45147,56774,95394,41600,53794,6527,3547,2980
201101,國際商港,20438772,4143580,16295192,15092145,2635799,12456346,5346627,1507781,3838846
201101,高雄港,10736265,1488638,9247627,7635302,898172,6737130,3100963,590466,2510497
201101,臺中港,4503115,1021025,3482090,3962259,926014,3036245,540856,95011,445845
201101,基隆港,2087043,518111,1568932,1632558,460380,1172178,454485,57731,396754
201101,花蓮港,1286122,729567,556555,385006,34805,350201,901116,694762,206354
201101,臺北港,1205687,257504,948183,1064562,213921,850641,141125,43583,97542
201101,蘇澳港,519002,81857,437145,315272,57057,258215,203730,24800,178930
201101,安平港,101538,46878,54660,97186,45450,51736,4352,1428,2924
201102,國際商港,18274656,3424359,14850297,13650310,2056879,11593431,4624346,1367480,3256866
201102,高雄港,9533546,1132031,8401515,6812880,549972,6262908,2720666,582059,2138607
201102,臺中港,4882678,1039872,3842806,4358237,951865,3406372,524441,88007,436434
201102,基隆港,1501711,396792,1104919,1140963,353105,787858,360748,43687,317061
201102,花蓮港,889504,585932,303572,181401,28673,152728,708103,557259,150844
201102,臺北港,870984,129443,741541,742910,81217,661693,128074,48226,79848
201102,蘇澳港,508046,105216,402830,334894,57733,277161,173152,47483,125669
201102,安平港,88187,35073,53114,79025,34314,44711,9162,759,8403
201103,國際商港,22354842,4996319,17358523,16750686,3220408,13530278,5604156,1775911,3828245
201103,高雄港,11370589,2028239,9342350,8128861,1294273,6834588,3241728,733966,2507762
201103,臺中港,6062720,1215873,4846847,5459711,1110644,4349067,603009,105229,497780
201103,基隆港,2128766,509877,1618889,1601589,440757,1160832,527177,69120,458057
201103,臺北港,1185199,238084,947115,999513,162019,837494,185686,76065,109621
201103,花蓮港,1160239,828433,331806,251328,72592,178736,908911,755841,153070
201103,蘇澳港,331246,130166,201080,201738,95966,105772,129508,34200,95308
201103,安平港,116083,45647,70436,107946,44157,63789,8137,1490,6647
201104,國際商港,21427249,4405686,17021563,15916792,2797790,13119002,5510457,1607896,3902561
201104,高雄港,10755393,1705621,9049772,7606486,1096733,6509753,3148907,608888,2540019
201104,臺中港,5466882,990971,4475911,4891803,895835,3995968,575079,95136,479943
201104,基隆港,2065166,521262,1543904,1553701,449660,1104041,511465,71602,439863
201104,花蓮港,1288039,781956,506083,359908,65765,294143,928131,716191,211940
201104,臺北港,1287512,252479,1035033,1104786,163014,941772,182726,89465,93261
201104,蘇澳港,474266,117604,356662,321843,93604,228239,152423,24000,128423
201104,安平港,89991,35793,54198,78265,33179,45086,11726,2614,9112
201105,國際商港,22169246,4755155,17414091,16531720,2984619,13547101,5637526,1770536,3866990
201105,高雄港,11331997,1682737,9649260,7992533,978567,7013966,3339464,704170,2635294
201105,臺中港,5835275,1364458,4470817,5275945,1275435,4000510,559330,89023,470307
201105,基隆港,2076778,480881,1595897,1575819,418070,1157749,500959,62811,438148
201105,臺北港,1259245,264358,994887,1064799,161930,902869,194446,102428,92018
201105,花蓮港,1153217,821332,331885,257694,35419,222275,895523,785913,109610
201105,蘇澳港,424807,93693,331114,282395,68893,213502,142412,24800,117612
201105,安平港,87927,47696,40231,82535,46305,36230,5392,1391,4001
201106,國際商港,20386585,4011007,16375578,15650863,2610730,13040133,4735722,1400277,3335445
201106,高雄港,10212306,1317151,8895155,7485059,794002,6691057,2727247,523149,2204098
201106,臺中港,5464851,1287673,4177178,4970839,1192790,3778049,494012,94883,399129
201106,基隆港,1870620,445588,1425032,1387652,381353,1006299,482968,64235,418733
201106,臺北港,1432721,219757,1212964,1228068,113656,1114412,204653,106101,98552
201106,花蓮港,871327,570323,301004,192765,21961,170804,678562,548362,130200
201106,蘇澳港,445665,131422,314243,307262,69022,238240,138403,62400,76003
201106,安平港,89095,39093,50002,79218,37946,41272,9877,1147,8730
201107,國際商港,21165223,4066649,17098574,15669353,2505062,13164291,5495870,1561587,3934283
201107,高雄港,10902738,1361373,9541365,7701898,714549,6987349,3200840,646824,2554016
201107,臺中港,5536121,1228739,4307382,4896030,1121362,3774668,640091,107377,532714
201107,基隆港,1927806,448295,1479511,1415162,353078,1062084,512644,95217,417427
201107,臺北港,1214048,253564,960484,1015894,163518,852376,198154,90046,108108
201107,花蓮港,984697,636983,347714,242811,41875,200936,741886,595108,146778
201107,蘇澳港,512387,110871,401516,316418,85271,231147,195969,25600,170369
201107,安平港,87426,26824,60602,81140,25409,55731,6286,1415,4871
201108,國際商港,19313450,4682222,14631228,14290850,3095632,11195218,5022600,1586590,3436010
201108,高雄港,9319029,1614763,7704266,6420268,1045456,5374812,2898761,569307,2329454
201108,臺中港,4725749,1455388,3270361,4224532,1352471,2872061,501217,102917,398300
201108,基隆港,2071635,515805,1555830,1581647,409128,1172519,489988,106677,383311
201108,臺北港,1618014,184351,1433663,1439268,103510,1335758,178746,80841,97905
201108,花蓮港,1069177,736546,332631,269502,36799,232703,799675,699747,99928
201108,蘇澳港,411858,132037,279821,259146,106437,152709,152712,25600,127112
201108,安平港,97988,43332,54656,96487,41831,54656,1501,1501,0
201109,國際商港,20762584,5193843,15568741,15474519,3224116,12250403,5288065,1969727,3318338
201109,高雄港,11022981,2169814,8853167,7773877,1189217,6584660,3249104,980597,2268507
201109,臺中港,5085491,1342850,3742641,4617882,1249729,3368153,467609,93121,374488
201109,基隆港,1971955,599237,1372718,1536216,522810,1013406,435739,76427,359312
201109,臺北港,1175674,218978,956696,1003755,143269,860486,171919,75709,96210
201109,花蓮港,1025198,690128,335070,180390,32440,147950,844808,657688,187120
201109,蘇澳港,389285,128991,260294,279865,44591,235274,109420,84400,25020
201109,安平港,92000,43845,48155,82534,42060,40474,9466,1785,7681
201110,國際商港,20605319,4590824,16014495,14970021,2854748,12115273,5635298,1736076,3899222
201110,高雄港,10004648,1764724,8239924,6694905,1078223,5616682,3309743,686501,2623242
201110,臺中港,5245949,1275668,3970281,4663168,1166974,3496194,582781,108694,474087
201110,基隆港,2019599,371306,1648293,1403954,283161,1120793,615645,88145,527500
201110,臺北港,1567583,300065,1267518,1367924,202464,1165460,199659,97601,102058
201110,花蓮港,1192314,691165,501149,414483,18312,396171,777831,672853,104978
201110,蘇澳港,473037,138406,334631,327807,58770,269037,145230,79636,65594
201110,安平港,102189,49490,52699,97780,46844,50936,4409,2646,1763
201111,國際商港,19133746,4200149,14933597,14195176,2549610,11645566,4938570,1650539,3288031
201111,高雄港,9616902,1625407,7991495,6795676,1015533,5780143,2821226,609874,2211352
201111,臺中港,5016863,985144,4031719,4499284,895451,3603833,517579,89693,427886
201111,基隆港,1863065,484054,1379011,1414472,394024,1020448,448593,90030,358563
201111,臺北港,1241404,216409,1024995,1045434,124702,920732,195970,91707,104263
201111,花蓮港,1000956,722813,278143,216518,31375,185143,784438,691438,93000
201111,蘇澳港,334853,117566,217287,168609,41166,127443,166244,76400,89844
201111,安平港,59703,48756,10947,55183,47359,7824,4520,1397,3123
201112,國際商港,18389176,4400013,13989163,13194632,2568832,10625800,5194544,1831181,3363363
201112,高雄港,9125506,1808271,7317235,6156840,1019507,5137333,2968666,788764,2179902
201112,臺中港,4843688,1054932,3788756,4281537,945587,3335950,562151,109345,452806
201112,基隆港,1783907,534552,1249355,1302928,439426,863502,480979,95126,385853
201112,臺北港,1057168,136859,920309,884214,59684,824530,172954,77175,95779
201112,花蓮港,1017896,739701,278195,164230,20535,143695,853666,719166,134500
201112,蘇澳港,483767,74483,409284,337782,36083,301699,145985,38400,107585
201112,安平港,77244,51215,26029,67101,48010,19091,10143,3205,6938
201201,國際商港,20137855,4420930,15716925,15419108,2904279,12514829,4718747,1516651,3202096
201201,高雄港,10275946,1613944,8662002,7425494,918377,6507117,2850452,695567,2154885
201201,臺中港,5597751,1421761,4175990,5153808,1345492,3808316,443943,76269,367674
201201,基隆港,1814266,465050,1349216,1454903,413546,1041357,359363,51504,307859
201201,臺北港,1140264,162749,977515,970162,106249,863913,170102,56500,113602
201201,花蓮港,861163,605936,255227,160457,9180,151277,700706,596756,103950
201201,蘇澳港,345675,105888,239787,167135,66768,100367,178540,39120,139420
201201,安平港,102790,45602,57188,87149,44667,42482,15641,935,14706
201202,國際商港,18929297,4286106,14643191,13925805,2684044,11241761,5003492,1602062,3401430
201202,高雄港,9790481,1974146,7816335,6734763,1185391,5549372,3055718,788755,2266963
201202,臺中港,5118009,1035250,4082759,4550949,908473,3642476,567060,126777,440283
201202,基隆港,1609635,420634,1189001,1140896,323017,817879,468739,97617,371122
201202,臺北港,1107131,159366,947765,928227,106718,821509,178904,52648,126256
201202,花蓮港,824445,566591,257854,233110,54256,178854,591335,512335,79000
201202,蘇澳港,396824,102523,294301,264400,79723,184677,132424,22800,109624
201202,安平港,82772,27596,55176,73460,26466,46994,9312,1130,8182
201203,國際商港,20306151,4905501,15400650,14712872,3184536,11528336,5593279,1720965,3872314
201203,高雄港,10199690,2028545,8171145,6891039,1306215,5584824,3308651,722330,2586321
201203,臺中港,5166731,1204094,3962637,4618052,1093625,3524427,548679,110469,438210
