年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
200102,蘇澳港,33,359527,9,79318,0,0,1,25683,0,0,0,0,0,0,0,0,0,0,3,22857,0,0,0,0,0,0,0,0,0,0,0,0,2,23188,0,0,10,103673,0,0,0,0,1,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25891,0,0,0,0,0,0,0,0,3,48764,1,2712,2,22589
200103,蘇澳港,57,445530,27,125358,0,0,1,4015,0,0,0,0,0,0,0,0,0,0,3,13011,0,0,1,16849,0,0,0,0,0,0,0,0,2,31324,0,0,18,195950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15657,1,15028,3,28338
200104,蘇澳港,68,476286,38,135514,0,0,3,40485,0,0,0,0,2,9540,0,0,2,9549,0,0,0,0,1,5043,0,0,0,0,0,0,0,0,3,35446,0,0,15,184769,0,0,0,0,1,4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47203,1,4015
200105,蘇澳港,62,445968,39,135980,0,0,0,0,0,0,0,0,1,1143,0,0,2,39455,2,9941,0,0,0,0,1,5498,0,0,0,0,0,0,1,10930,0,0,11,163110,1,36008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12215,2,8030
200106,蘇澳港,60,370875,38,83030,0,0,1,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20726,0,0,0,0,0,0,0,0,2,23188,0,0,11,155019,0,0,0,0,2,9162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23381,1,31643,0,0,3,22456
200107,蘇澳港,64,419397,41,122611,0,0,2,4157,1,27566,0,0,0,0,0,0,1,17264,0,0,0,0,1,1388,0,0,0,0,0,0,0,0,0,0,0,0,12,142318,1,36008,0,0,2,10277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26239,1,25770
200108,蘇澳港,61,326006,43,147320,0,0,1,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16876,0,0,0,0,0,0,0,0,1,12258,0,0,9,77820,0,0,0,0,1,1528,0,0,0,0,1,5738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26044,0,0,0,0,0,0,1,10511,1,22009,1,4015
200109,蘇澳港,37,360330,11,105597,0,0,0,0,1,23259,0,0,2,8442,0,0,0,0,2,9459,0,0,2,37575,0,0,0,0,0,0,0,0,2,31354,0,0,16,141047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3597
200110,蘇澳港,50,355058,23,131644,0,0,4,11023,2,44928,0,0,0,0,0,0,0,0,1,4724,0,0,1,17237,0,0,0,0,0,0,0,0,0,0,0,0,17,138343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7159
200111,蘇澳港,35,341032,13,141548,0,0,1,2739,0,0,0,0,0,0,0,0,1,3995,1,4337,1,18987,2,37575,0,0,0,0,0,0,0,0,1,12258,0,0,7,66913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20366,0,0,7,32314
200112,蘇澳港,38,384984,11,105665,1,3936,5,35257,0,0,0,0,0,0,0,0,1,5463,0,0,1,2998,1,20437,1,4306,0,0,0,0,0,0,2,39269,0,0,12,131823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4458,2,31372,0,0
200201,蘇澳港,47,441569,15,169394,1,1278,3,15886,0,0,0,0,2,5467,0,0,2,47437,2,7161,0,0,1,16849,0,0,0,0,0,0,0,0,1,12258,0,0,18,159371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4458,0,0,1,2010
200202,蘇澳港,36,397941,9,101905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10128,0,0,2,40567,0,0,0,0,0,0,0,0,2,38162,0,0,20,205868,0,0,0,0,0,0,0,0,0,0,1,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200203,蘇澳港,41,413342,18,150479,1,1891,2,16842,3,68981,0,0,0,0,1,6387,0,0,0,0,0,0,1,1222,0,0,0,0,0,0,0,0,0,0,0,0,11,111327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4246,0,0,0,0,0,0,0,0,0,0,0,0,1,39973,0,0,0,0,2,11994
200204,蘇澳港,59,514694,27,214693,1,998,2,32168,1,4327,0,0,1,4852,0,0,1,3995,1,4337,0,0,3,22585,0,0,0,0,0,0,0,0,2,37795,0,0,13,85746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31643,2,38767,4,32788
200205,蘇澳港,60,471558,30,151529,0,0,1,1877,0,0,0,0,0,0,0,0,1,4521,1,38302,0,0,2,34122,0,0,0,0,0,0,0,0,0,0,0,0,16,150216,0,0,0,0,3,28302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22637,0,0,0,0,0,0,1,8414,0,0,4,31638
200206,蘇澳港,64,429557,43,167196,0,0,2,30597,0,0,0,0,0,0,0,0,0,0,1,5604,0,0,1,1378,0,0,0,0,0,0,0,0,0,0,0,0,12,150949,0,0,0,0,2,16914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23189,0,0,0,0,0,0,2,33730,0,0,0,0
200207,蘇澳港,78,467780,44,162131,0,0,3,9179,0,0,0,0,1,4852,0,0,1,4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,224068,1,25063,0,0,2,10596,0,0,0,0,2,5363,0,0,0,0,1,13184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4458,1,3957,0,0
200208,蘇澳港,81,617057,38,182462,0,0,7,33525,2,8654,0,0,0,0,0,0,0,0,0,0,0,0,4,30535,0,0,0,0,0,0,0,0,3,48922,0,0,21,203668,1,4441,0,0,1,4852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38889,0,0,0,0,0,0,1,31643,0,0,2,29466
200209,蘇澳港,62,538553,22,151089,0,0,0,0,2,18033,0,0,1,4405,0,0,2,22448,0,0,0,0,1,16849,0,0,0,0,0,0,0,0,2,34322,0,0,22,189842,0,0,0,0,2,29860,0,0,0,0,4,7203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27581,0,0,0,0,0,0,0,0,0,0,0,0,3,36921
200210,蘇澳港,51,562289,12,135705,0,0,1,5053,3,12666,0,0,0,0,0,0,0,0,0,0,1,5484,0,0,0,0,1,28739,0,0,0,0,2,22658,0,0,18,164608,1,27069,0,0,1,6319,0,0,0,0,3,5796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39973,0,0,0,0,7,108219
200211,蘇澳港,55,483002,13,159274,0,0,3,11647,1,4327,0,0,0,0,0,0,2,8594,1,5604,1,4560,1,16849,0,0,0,0,0,0,0,0,4,66036,0,0,15,93034,1,27069,0,0,2,13356,0,0,0,0,3,4630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11191,0,0,0,0,1,35208,1,4458,1,6687,4,10478
200212,蘇澳港,53,420156,13,143927,0,0,1,4151,1,2079,0,0,2,10358,0,0,1,4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12258,0,0,24,168139,0,0,0,0,2,15626,0,0,0,0,3,4779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46751,0,0,3,7273
200301,蘇澳港,58,498892,15,212134,0,0,5,25408,1,3990,0,0,1,4405,0,0,1,5554,2,10689,0,0,2,5059,1,5672,0,0,0,0,0,0,1,7150,0,0,21,179833,1,4737,0,0,0,0,0,0,0,0,3,5002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8417,0,0,3,20842
200302,蘇澳港,51,473954,9,126567,0,0,6,27567,4,14670,0,0,1,5555,0,0,1,5001,2,49246,1,23826,0,0,0,0,0,0,0,0,0,0,1,19257,0,0,17,118981,0,0,0,0,2,16573,0,0,0,0,1,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8414,1,6687,4,50100
200303,蘇澳港,48,405074,15,213720,0,0,5,16450,3,9597,0,0,1,4852,0,0,0,0,0,0,1,4560,0,0,0,0,0,0,0,0,0,0,2,37795,0,0,16,107766,0,0,0,0,1,1212,0,0,0,0,2,3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2440,1,3597
200304,蘇澳港,44,357960,9,95989,1,2604,6,21153,2,26753,0,0,1,4450,0,0,1,5340,0,0,0,0,1,1349,0,0,1,15952,0,0,0,0,0,0,0,0,17,107556,0,0,0,0,1,4852,0,0,0,0,1,1528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66837,0,0,1,3597
200305,蘇澳港,62,528407,15,111245,0,0,6,36773,2,30052,0,0,2,9566,0,0,0,0,0,0,1,23826,1,10960,0,0,0,0,0,0,0,0,3,43773,0,0,22,190897,0,0,0,0,3,29292,0,0,0,0,3,4887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35283,0,0,1,1853
200306,蘇澳港,62,497550,21,139755,3,11657,5,38104,2,29967,0,0,0,0,0,0,0,0,2,20574,0,0,2,20134,0,0,0,0,0,0,0,0,3,26839,0,0,18,181207,0,0,0,0,2,17232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12081
200307,蘇澳港,84,547481,37,228084,9,5104,2,8573,1,27996,0,0,0,0,0,0,0,0,0,0,0,0,2,3004,0,0,0,0,0,0,0,0,4,63127,0,0,21,175323,1,18895,0,0,1,2660,0,0,0,0,2,3880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10835
200308,蘇澳港,81,511221,41,189748,0,0,4,14035,1,2822,0,0,0,0,0,0,1,29965,1,4785,0,0,1,1288,0,0,0,0,0,0,0,0,3,74690,0,0,18,132012,0,0,0,0,2,17303,0,0,0,0,2,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24536,0,0,1,5461,5,11319
200309,蘇澳港,77,499613,32,142490,1,1884,5,14902,3,36379,0,0,0,0,0,0,2,35510,2,31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,140541,2,9258,0,0,2,22806,0,0,0,0,3,6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22637,0,0,0,0,0,0,0,0,0,0,5,35315
200310,蘇澳港,62,473975,21,145899,2,6163,5,17180,3,56986,0,0,0,0,0,0,0,0,0,0,0,0,2,3092,0,0,0,0,0,0,0,0,3,28283,0,0,15,111494,0,0,0,0,4,35742,0,0,0,0,3,7418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,59140,0,0,0,0,2,2578
200311,蘇澳港,35,316939,9,106850,0,0,0,0,1,18070,0,0,0,0,1,14951,1,13519,1,4785,0,0,1,1340,0,0,0,0,0,0,0,0,1,12258,0,0,11,94405,1,4737,0,0,3,24345,0,0,0,0,1,1958,0,0,0,0,0,0,0,0,0,0,1,11287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8434
200312,蘇澳港,49,451909,12,121530,0,0,4,16772,1,3990,0,0,1,5785,0,0,1,5922,0,0,3,56377,0,0,0,0,1,26824,0,0,0,0,2,24516,0,0,13,102707,0,0,0,0,3,24655,0,0,0,0,2,3365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45342,4,14124
200401,蘇澳港,52,421382,15,175298,0,0,6,26179,2,15543,0,0,1,7163,0,0,2,8618,1,13486,0,0,0,0,0,0,0,0,0,0,0,0,2,28299,0,0,14,119998,0,0,0,0,0,0,0,0,0,0,6,11198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15600
200402,蘇澳港,58,530723,9,111565,1,5292,4,12963,2,11538,0,0,0,0,0,0,2,34773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56294,0,0,22,206776,0,0,0,0,2,23124,0,0,0,0,4,8923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22633,1,22076,6,14766
200403,蘇澳港,64,568554,8,98820,1,2604,6,33562,5,65338,0,0,1,4039,0,0,0,0,2,22165,0,0,1,17273,0,0,0,0,0,0,0,0,6,64637,0,0,17,157748,0,0,0,0,2,10907,0,0,0,0,4,7881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61510,8,22070
200404,蘇澳港,54,483006,6,94549,2,11989,8,58224,1,3905,0,0,0,0,0,0,0,0,2,8519,1,18302,0,0,1,5409,0,0,0,0,0,0,1,19095,0,0,17,139017,1,4521,0,0,1,11729,0,0,0,0,2,4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10471,0,0,0,0,0,0,3,35813,7,56905
200405,蘇澳港,61,516599,11,131402,2,6350,5,25427,1,11638,0,0,0,0,0,0,3,16848,0,0,0,0,1,1502,0,0,0,0,0,0,0,0,0,0,0,0,21,224193,0,0,0,0,1,12510,0,0,0,0,8,16511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,70218
200406,蘇澳港,60,585856,6,91314,0,0,4,19662,1,26062,0,0,0,0,0,0,1,29965,1,4785,0,0,1,1340,0,0,0,0,0,0,0,0,4,84753,0,0,24,205349,0,0,0,0,5,54016,0,0,0,0,5,9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28001,0,0,1,15887,6,15155
200407,蘇澳港,53,534530,8,88931,0,0,3,12036,4,77481,0,0,2,8184,0,0,0,0,1,3734,0,0,0,0,0,0,1,28029,0,0,0,0,2,41682,0,0,18,196983,1,4521,0,0,0,0,0,0,0,0,4,10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47941,1,5464,5,8577
200408,蘇澳港,59,504040,4,33940,2,3223,4,17420,4,28109,0,0,1,4096,0,0,0,0,0,0,1,14499,2,7081,0,0,0,0,0,0,0,0,4,67481,0,0,20,220474,0,0,0,0,3,18157,0,0,0,0,5,11531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30422,0,0,2,37431,6,10176
200409,蘇澳港,55,554550,13,172842,1,619,4,18523,3,40839,0,0,1,4929,0,0,1,26136,0,0,0,0,1,2134,0,0,0,0,0,0,0,0,3,54601,0,0,18,161298,1,30012,0,0,0,0,0,0,0,0,6,13950,0,0,0,0,1,26113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2554
200410,蘇澳港,49,457506,7,84670,0,0,3,14385,4,35413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23156,0,0,20,168653,1,4521,0,0,2,36318,0,0,0,0,5,11487,0,0,0,0,1,22519,0,0,0,0,1,25382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31002
200411,蘇澳港,52,457226,8,107227,4,6766,2,8411,2,8633,0,0,2,8759,0,0,1,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53568,0,0,21,190988,0,0,0,0,1,4438,0,0,0,0,2,4998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3546,1,28693,4,25644
200412,蘇澳港,58,534500,8,125955,0,0,9,45606,2,31298,0,0,0,0,0,0,0,0,2,9994,0,0,1,1340,1,4393,0,0,0,0,0,0,3,29261,0,0,28,227081,0,0,0,0,0,0,0,0,0,0,1,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22511,0,0,1,29986,1,4576
200501,蘇澳港,59,551510,11,140560,1,2604,3,11383,1,7090,0,0,0,0,0,0,0,0,1,2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,239596,0,0,0,0,1,11721,0,0,0,0,3,5858,0,0,1,2389,2,47845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28029,0,0,2,42712,3,8899
200502,蘇澳港,47,501085,11,132631,1,1884,5,18459,2,45139,0,0,0,0,0,0,1,5106,1,6450,0,0,1,1407,0,0,0,0,0,0,0,0,2,24516,0,0,17,195423,0,0,0,0,1,11403,0,0,0,0,3,7491,0,0,0,0,1,26113,0,0,0,0,1,25063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200503,蘇澳港,52,558196,10,131692,0,0,4,31330,4,79472,0,0,0,0,0,0,1,18453,1,5979,0,0,1,1502,0,0,0,0,0,0,0,0,3,58538,0,0,18,167258,0,0,0,0,3,20606,0,0,0,0,3,7476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14599,1,13865,2,7426
200504,蘇澳港,61,597207,10,149365,0,0,5,21412,2,21423,0,0,3,10012,1,4409,0,0,2,49091,0,0,1,1502,0,0,0,0,0,0,0,0,2,7168,0,0,24,247451,0,0,0,0,0,0,0,0,0,0,3,9248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22633,2,31523,5,21970
200505,蘇澳港,42,461580,9,111420,0,0,4,21126,2,51819,0,0,0,0,0,0,0,0,1,27963,0,0,1,3355,0,0,0,0,0,0,0,0,2,24516,0,0,15,168632,0,0,0,0,1,11721,0,0,0,0,4,7445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32318,1,1265
200506,蘇澳港,53,467131,11,147523,0,0,5,23382,2,29517,0,0,1,4095,0,0,0,0,0,0,0,0,2,3703,0,0,0,0,0,0,0,0,2,37965,0,0,20,166639,0,0,0,0,0,0,0,0,0,0,6,14571,0,0,1,2389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31638,0,0,2,5709
200507,蘇澳港,56,618952,12,165323,0,0,3,14150,2,10124,0,0,2,8190,0,0,0,0,2,5936,0,0,2,3678,0,0,0,0,0,0,0,0,2,40389,0,0,19,255496,0,0,0,0,0,0,0,0,0,0,3,8440,0,0,1,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29668,3,64018,3,11695
200508,蘇澳港,60,604249,12,191808,0,0,4,19327,2,49749,0,0,1,5470,0,0,0,0,1,18108,0,0,2,5405,0,0,0,0,0,0,0,0,3,65150,0,0,22,215629,0,0,0,0,0,0,0,0,0,0,10,24742,0,0,2,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5053
200509,蘇澳港,60,539533,14,198026,0,0,1,4688,2,21423,0,0,2,12819,0,0,0,0,1,2824,0,0,0,0,1,5409,0,0,0,0,0,0,2,40193,0,0,23,174713,0,0,0,0,0,0,0,0,0,0,9,17709,0,0,1,1556,1,27986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3546,1,24155,1,4486
200510,蘇澳港,56,555771,13,172560,0,0,5,24046,1,16978,0,0,1,8216,0,0,0,0,0,0,0,0,1,2363,0,0,0,0,0,0,0,0,3,41732,0,0,20,174911,0,0,0,0,2,15844,0,0,0,0,3,7080,0,0,2,3879,1,27986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28693,3,31483
200511,蘇澳港,53,503734,9,130541,0,0,3,26539,1,16651,0,0,0,0,0,0,0,0,2,7367,1,25807,3,6606,0,0,0,0,0,0,0,0,1,12258,0,0,25,231482,0,0,0,0,1,11158,0,0,0,0,2,4998,0,0,2,5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23080,0,0,1,1917
200512,蘇澳港,55,521212,13,165586,1,3559,2,10144,1,19887,0,0,1,5515,0,0,0,0,1,27011,0,0,2,3824,0,0,0,0,0,0,0,0,0,0,0,0,22,196147,0,0,0,0,0,0,0,0,0,0,7,15520,0,0,1,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31167,0,0,1,26063,2,13796
200601,蘇澳港,60,622617,8,144937,0,0,2,9094,0,0,0,0,2,10852,0,0,0,0,0,0,1,26580,5,15741,0,0,0,0,0,0,0,0,3,51527,0,0,25,266703,0,0,0,0,2,6410,0,0,0,0,8,18038,0,0,1,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23594,0,0,2,46783,0,0
200602,蘇澳港,49,454417,8,128448,0,0,5,27257,1,29935,0,0,2,12453,0,0,1,5340,1,5404,0,0,1,2390,0,0,0,0,0,0,0,0,1,12258,0,0,15,155449,0,0,0,0,1,11721,0,0,0,0,6,15578,0,0,2,5351,1,27986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14847
200603,蘇澳港,51,493003,8,128189,0,0,5,32729,0,0,0,0,1,8414,1,4409,1,5001,2,32301,0,0,2,9133,1,10117,0,0,0,0,0,0,1,12258,0,0,17,172567,1,25498,0,0,2,26026,0,0,0,0,4,7374,0,0,1,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6686,3,9308
200604,蘇澳港,51,569757,9,148464,0,0,2,21032,2,51484,0,0,0,0,0,0,1,5340,1,27011,0,0,1,1480,0,0,0,0,0,0,0,0,2,40021,0,0,21,211474,0,0,0,0,0,0,1,8383,0,0,5,11459,0,0,2,4778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33566,0,0,2,5265
200605,蘇澳港,60,472056,9,120141,0,0,4,19471,2,31240,0,0,3,15601,1,4409,0,0,0,0,0,0,3,6875,0,0,0,0,0,0,0,0,2,40331,0,0,23,177435,0,0,0,0,0,0,0,0,0,0,8,17246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26890,4,12417
200606,蘇澳港,55,459629,6,90603,0,0,6,21220,1,6219,0,0,1,5506,0,0,0,0,2,6788,0,0,1,2769,0,0,0,0,0,0,0,0,2,38316,0,0,21,202022,0,0,0,0,2,16159,0,0,0,0,7,13643,0,0,1,2772,1,16722,0,0,0,0,0,0,0,0,1,27985,0,0,0,0,0,0,0,0,0,0,0,0,3,8905
200607,蘇澳港,54,675187,12,198794,0,0,5,24170,1,25977,0,0,0,0,0,0,2,44232,0,0,0,0,1,1502,0,0,1,14936,0,0,0,0,2,42621,0,0,23,306358,0,0,0,0,0,0,0,0,0,0,2,4504,0,0,2,5024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7069
200608,蘇澳港,54,552068,10,186665,0,0,4,19900,0,0,0,0,2,20569,0,0,0,0,2,6900,0,0,1,2390,0,0,0,0,0,0,0,0,1,17061,0,0,16,159761,0,0,0,0,2,22316,0,0,0,0,8,17685,0,0,1,2997,1,8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77199,3,10208
200609,蘇澳港,49,533012,14,235224,1,4992,2,10558,1,29999,0,0,0,0,0,0,0,0,0,0,0,0,2,5648,0,0,0,0,0,0,0,0,4,55139,0,0,18,173757,0,0,0,0,0,0,0,0,0,0,6,14098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3597
200610,蘇澳港,55,413614,9,106647,0,0,6,37890,2,12556,0,0,3,10909,0,0,0,0,2,9978,0,0,0,0,0,0,0,0,0,0,0,0,1,7916,0,0,22,155311,0,0,0,0,0,0,2,16766,0,0,4,8283,0,0,1,2470,0,0,0,0,0,0,0,0,0,0,0,0,1,32474,0,0,0,0,0,0,0,0,0,0,2,12414
200611,蘇澳港,67,636025,14,168952,0,0,5,20108,1,11638,0,0,2,8500,0,0,0,0,2,8570,0,0,0,0,0,0,0,0,0,0,0,0,2,54370,0,0,28,302286,0,0,0,0,1,11721,0,0,0,0,5,11748,0,0,2,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18351,0,0,3,15017
200612,蘇澳港,50,550968,6,84728,0,0,3,15438,1,5702,0,0,0,0,0,0,2,59130,1,28001,0,0,0,0,0,0,0,0,0,0,0,0,1,12258,0,0,24,285370,0,0,0,0,0,0,0,0,0,0,6,14006,0,0,3,7186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23272,2,15877
200701,蘇澳港,56,549903,8,99914,3,1901,3,53402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10941,0,0,0,0,0,0,0,0,2,34975,0,0,27,298464,0,0,0,0,0,0,0,0,0,0,6,14176,0,0,2,4866,0,0,0,0,0,0,0,0,0,0,0,0,1,22772,0,0,0,0,0,0,1,8492,0,0,0,0
