年月,港口別,艘次總計,總噸位總計,中華民國艘次,中華民國總噸位,日本艘次,日本總噸位,韓國艘次,韓國總噸位,香港艘次,香港總噸位, 中國大陸艘次,中國大陸總噸位,越南艘次,越南總噸位,泰國艘次,泰國總噸位,馬來西亞艘次,馬來西亞總噸位,新加坡艘次,新加坡總噸位,菲律賓艘次,菲律賓總噸位,柬埔寨艘次,柬埔寨總噸位,印尼艘次,印尼總噸位,印度艘次,印度總噸位,沙烏地阿拉伯艘次,沙烏地阿拉伯,科威特艘次,科威特總噸位,賴比瑞亞艘次,賴比瑞亞總噸位,美國艘次,美國總噸位,巴拿馬艘次,巴拿馬總噸位,巴哈馬艘次,巴哈馬總噸位,宏都拉斯艘次,宏都拉斯總噸位,聖文森艘次,聖文森總噸位,安地瓜巴布達艘次,安地瓜巴布達總噸位,安地卡艘次,安地卡總噸位,貝里斯艘次,貝里斯總噸位,紐西蘭艘次,紐西蘭總噸位,吐瓦魯艘次,吐瓦魯總噸位,馬紹爾群島艘次,馬紹爾群島總噸位,法國艘次,法國總噸位,德國艘次,德國總噸位,義大利艘次,義大利總噸位,荷蘭艘次,荷蘭總噸位,英國艘次,英國總噸位,挪威艘次,挪威總噸位,丹麥艘次,丹麥總噸位,葡萄牙艘次,葡萄牙總噸位,希臘艘次,希臘總噸位,塞浦路斯艘次,塞浦路斯總噸位,馬爾他艘次,馬爾他總噸位,其他國籍艘次,其他國籍總噸位
201008,臺中港,641,9556994,115,1336583,1,1902,13,68122,86,1106972,36,226954,2,34090,6,36859,1,29965,68,1285546,0,0,8,21050,6,60309,0,0,1,29590,0,0,34,711330,0,0,177,2985206,3,188735,0,0,4,39240,5,106724,0,0,7,12813,0,0,0,0,18,408376,0,0,2,68166,1,64303,0,0,6,135653,1,29644,0,0,0,0,0,0,3,110195,3,87584,34,371083
201009,臺中港,609,9012792,106,1194420,3,5706,18,80006,78,985643,33,214629,4,50072,3,13702,1,22254,66,1315496,0,0,11,23155,0,0,1,29575,0,0,0,0,39,877052,0,0,163,2992497,2,86931,0,0,6,68125,4,69990,0,0,10,20153,0,0,4,9157,14,265690,0,0,0,0,1,52926,1,40562,7,198821,1,29644,0,0,0,0,1,40085,2,57318,4,118144,26,151039
201010,臺中港,603,9017925,121,1442532,1,1902,15,68435,75,944173,28,179833,1,5552,4,30121,3,81292,67,1165742,0,0,6,12247,3,34810,0,0,0,0,0,0,33,753114,0,0,172,3031681,2,62689,0,0,4,39240,2,23604,0,0,3,7426,0,0,4,13449,14,247700,0,0,0,0,2,101033,0,0,6,122376,2,84902,0,0,0,0,1,40622,5,215125,4,93354,25,214971
201011,臺中港,624,9602498,125,1425063,1,1902,11,51740,88,1160822,36,259257,2,46637,2,9084,1,25611,65,1300598,0,0,6,10142,1,25943,1,42845,0,0,0,0,36,728094,0,0,165,3010904,1,39035,0,0,5,49050,3,62487,0,0,7,15786,0,0,1,1998,17,357744,0,0,0,0,2,104865,0,0,6,115712,3,81915,0,0,0,0,4,197445,4,111872,2,52723,29,313224
201012,臺中港,623,9006564,127,1363900,0,0,12,70420,89,1123402,30,203943,4,18491,4,13979,1,25709,68,1358692,1,8615,5,9719,0,0,1,8625,1,29575,0,0,40,828294,0,0,160,2552988,1,36559,0,0,4,39240,4,62764,0,0,3,6979,0,0,1,1997,14,219123,0,0,0,0,2,90381,0,0,5,83977,3,129528,0,0,0,0,2,121092,8,229578,6,217991,27,151003
201101,臺中港,611,8872671,116,1340875,2,3804,15,136236,80,898537,27,192366,1,5555,4,22796,1,7057,70,1230021,0,0,6,15550,1,24844,0,0,3,88755,0,0,35,610276,0,0,177,2878430,3,91831,0,0,5,57281,5,70261,0,0,4,20565,0,0,1,1998,14,331423,0,0,1,23897,0,0,0,0,6,157984,2,59288,0,0,2,26478,1,32343,7,214885,4,129029,18,200306
201102,臺中港,494,7882022,105,1420710,1,1902,8,38235,68,754462,20,150876,2,11107,2,9084,2,86095,52,886616,2,21149,3,6486,0,0,1,33285,2,59164,0,0,34,804558,0,0,127,2289107,1,20704,0,0,3,29430,3,65050,0,0,3,7977,0,0,0,0,14,320946,0,0,1,23897,5,240791,0,0,3,50603,3,84401,0,0,0,0,3,167088,3,57011,6,171987,17,69301
201103,臺中港,596,9231948,122,1417425,2,3804,10,120229,85,1101318,30,198939,1,5506,2,12786,6,88493,57,961415,1,8615,3,7966,0,0,0,0,0,0,0,0,44,863653,0,0,162,2979879,2,62857,0,0,6,67091,2,24864,0,0,4,12998,0,0,1,1997,17,338499,1,14132,1,23897,1,39976,0,0,6,137507,2,81871,0,0,0,0,4,196702,9,280891,3,56630,12,122008
201104,臺中港,613,9155529,121,1327350,0,0,15,63999,91,1301731,28,190549,1,5555,3,11288,2,39331,64,1094356,0,0,7,17189,0,0,0,0,0,0,0,0,42,860941,0,0,167,2933996,1,23656,0,0,4,39240,3,45049,0,0,4,13516,0,0,1,1998,20,403815,0,0,0,0,0,0,1,5469,6,106668,2,65718,0,0,0,0,3,169007,8,256136,2,43035,17,135937
201105,臺中港,582,9241717,124,1589957,1,43490,14,126655,85,1168440,28,222031,2,9069,3,18334,0,0,61,1175179,1,9588,3,11062,0,0,1,8625,1,28981,0,0,43,774686,0,0,156,2941155,2,70755,0,0,5,49050,2,36052,0,0,3,6656,0,0,1,1997,10,228622,0,0,1,13058,2,91743,0,0,9,220638,1,25707,0,0,0,0,1,40622,7,130082,1,40135,14,159348
201106,臺中港,560,8857661,127,1512665,3,80274,10,56459,83,1117034,40,263044,5,31516,1,6393,0,0,54,932493,0,0,3,10016,1,35119,0,0,1,29589,0,0,50,986503,0,0,126,2634767,5,177308,0,0,3,29430,4,87162,0,0,1,4245,0,0,1,1997,11,157609,0,0,0,0,0,0,0,0,5,110856,0,0,0,0,0,0,2,142624,8,209305,4,84051,12,157202
201107,臺中港,598,8997401,121,1499880,1,1902,14,82177,87,1233607,36,249963,4,28661,4,21632,1,22254,63,1098818,1,9588,6,22197,0,0,0,0,0,0,0,0,40,698841,0,0,147,2746314,5,264443,0,0,6,54561,7,123711,0,0,4,9940,0,0,2,3995,13,180123,0,0,0,0,1,39738,0,0,10,205339,1,32839,0,0,0,0,1,38131,4,66114,4,83024,15,179609
201108,臺中港,563,8594232,132,1802709,2,3804,8,103821,78,1105742,37,254374,3,14375,2,8585,0,0,56,935492,0,0,3,5944,1,498,1,8625,0,0,0,0,44,827452,0,0,135,2382060,3,134442,0,0,6,70943,4,79593,0,0,1,5818,0,0,0,0,8,142223,0,0,1,23897,0,0,0,0,8,183686,4,134721,0,0,0,0,0,0,6,134074,3,43417,17,187937
201109,臺中港,613,9228022,138,1872211,1,1902,19,82595,93,1118576,43,292014,1,4737,2,9091,0,0,60,1149198,0,0,3,8817,1,35119,0,0,1,29576,0,0,47,956849,0,0,125,2240631,3,156272,0,0,4,39240,7,84092,0,0,1,4245,0,0,1,1998,12,256531,1,14132,1,23897,0,0,1,65976,9,156609,3,101258,0,0,0,0,3,90858,8,156885,2,42254,23,232459
201110,臺中港,589,8676778,123,1628549,2,3804,12,87492,75,885267,44,300085,3,31026,3,17815,3,72767,61,1040732,0,0,4,13783,0,0,0,0,1,29576,0,0,40,759922,0,0,142,2445203,6,228936,0,0,4,43742,5,46826,0,0,2,4481,0,0,0,0,10,141746,0,0,0,0,2,103838,0,0,7,143878,2,59356,0,0,0,0,1,61504,7,178144,3,52758,27,295548
201111,臺中港,563,8684020,114,1442471,1,1902,11,57847,78,1071000,39,273159,2,10292,3,11453,0,0,67,1202633,0,0,2,6768,0,0,0,0,0,0,0,0,34,688863,0,0,130,2364499,2,80211,0,0,3,29430,8,90802,0,0,3,12501,0,0,0,0,10,196883,0,0,0,0,2,57852,1,65976,7,123235,5,221082,0,0,0,0,2,159000,5,85111,3,110095,31,320955
201112,臺中港,607,8960862,134,1523895,0,0,10,115757,81,1083341,42,300806,2,8832,4,21870,2,54884,63,1110505,0,0,3,5743,0,0,0,0,0,0,0,0,41,1025860,0,0,134,2375739,2,65837,0,0,5,52637,6,44821,0,0,7,22754,0,0,1,2581,6,111211,0,0,0,0,4,217997,1,65976,7,122577,5,149368,0,0,0,0,0,0,6,104238,7,161961,34,211672
201201,臺中港,539,8684577,116,1849207,2,3804,13,106864,71,1103039,44,323938,1,5552,2,12786,2,27648,64,1290907,0,0,3,10458,0,0,1,40002,1,29590,0,0,35,754163,0,0,111,2135166,1,4441,0,0,4,39240,3,22458,0,0,6,20700,0,0,1,2581,6,107290,0,0,0,0,4,196726,1,65976,7,123235,2,53094,0,0,0,0,1,38564,6,118013,4,77708,27,121427
201202,臺中港,558,8394196,119,1332392,2,24374,8,83683,70,930877,48,363201,0,0,4,21870,0,0,61,1122973,0,0,4,20581,2,60590,0,0,0,0,0,0,38,960392,0,0,117,2106171,0,0,0,0,4,39240,1,17726,0,0,2,7326,0,0,0,0,13,298879,0,0,0,0,6,315515,1,65976,8,140464,5,177717,0,0,0,0,0,0,5,82689,3,25478,37,196082
201203,臺中港,620,9454054,138,1707682,2,3804,7,49931,79,1230164,59,446051,1,4193,3,19179,2,47826,68,1279734,0,0,1,2974,0,0,1,5973,0,0,0,0,35,662800,0,0,134,2273436,4,183109,0,0,4,39240,6,54852,0,0,2,3379,0,0,0,0,10,216838,2,103208,0,0,4,173482,1,6953,7,113608,2,66203,3,215741,0,0,2,129847,4,97653,2,46111,37,270083
201204,臺中港,600,9081454,130,1620837,1,1902,9,38228,86,1207007,63,442766,2,20403,4,24727,1,22116,63,1066531,1,8615,2,6941,0,0,0,0,0,0,0,0,40,940234,0,0,124,2371964,2,140508,0,0,4,39240,3,32573,0,0,1,1881,0,0,0,0,10,310070,0,0,0,0,2,115366,0,0,7,191370,4,112197,1,30058,0,0,1,29499,5,67458,3,56918,31,182045
201205,臺中港,612,9187441,139,1732658,0,0,12,54687,81,1184055,70,510730,0,0,4,21371,3,77000,68,1230489,1,43151,1,1996,0,0,0,0,0,0,0,0,35,881548,0,0,119,2321137,5,248575,0,0,5,49050,2,25028,0,0,5,14904,0,0,0,0,15,263330,0,0,0,0,1,64111,0,0,6,117755,3,82417,0,0,0,0,0,0,7,124791,2,37074,28,101584
201206,臺中港,585,8997101,132,1752319,0,0,9,41001,79,1022077,61,453838,1,4219,6,27062,2,52072,65,1081040,0,0,1,1261,0,0,1,28029,0,0,0,0,24,593481,0,0,130,2587283,2,107185,0,0,4,39240,1,12514,0,0,4,11372,0,0,0,0,13,205862,0,0,0,0,0,0,0,0,7,212690,5,173981,0,0,0,0,2,194992,6,107978,7,122335,23,165270
201207,臺中港,642,9787430,141,1853301,0,0,14,115441,85,1048308,69,516959,1,5552,4,23083,2,121438,58,1086444,0,0,5,15350,0,0,0,0,1,28981,0,0,40,1042112,1,7913,124,2337619,4,176323,0,0,6,51022,12,120833,0,0,3,12196,0,0,0,0,11,219573,1,14132,0,0,3,143194,1,7949,8,264033,1,9383,1,6768,0,0,2,138328,4,51058,4,53194,36,316943
201208,臺中港,606,9009525,124,1566353,2,3804,8,38562,73,991843,50,387343,2,32617,4,40550,1,25710,62,1186460,1,42647,1,2797,1,2888,0,0,1,29575,0,0,34,875405,0,0,120,2092283,2,100226,0,0,4,39240,18,203931,0,0,6,16551,0,0,1,2581,15,324160,1,89076,0,0,1,64111,0,0,7,123893,3,85574,0,0,0,0,1,97496,4,59180,5,199706,54,284963
201209,臺中港,615,9250097,136,1786707,4,148997,10,61770,78,1084380,62,485257,3,45766,6,35582,1,29211,58,906478,0,0,0,0,0,0,1,57144,0,0,0,0,31,708654,0,0,132,2597002,3,132723,0,0,4,39240,18,199047,0,0,4,11015,0,0,0,0,11,145538,1,14132,0,0,0,0,0,0,6,103606,5,177135,0,0,0,0,1,86734,3,70882,3,99208,34,223889
201210,臺中港,661,9425859,136,1784364,3,60777,11,67401,87,1133046,69,506335,3,68794,3,16788,2,52072,62,1031595,1,22208,2,5850,0,0,0,0,0,0,0,0,27,572146,0,0,145,2459643,4,144480,0,0,5,66946,19,209266,0,0,2,9508,0,0,0,0,9,119430,0,0,0,0,0,0,0,0,9,159529,3,89253,0,0,0,0,4,282111,3,84760,7,183116,45,296441
201211,臺中港,658,9386261,146,2227961,1,1902,11,78024,91,1108637,73,528402,3,43083,5,29071,3,142409,67,1181119,0,0,2,5141,0,0,0,0,0,0,0,0,18,376430,0,0,132,2235436,1,44544,0,0,4,39240,16,196523,0,0,1,4355,0,0,0,0,13,184976,0,0,0,0,1,42898,0,0,5,86377,3,115460,2,25464,0,0,2,137437,6,153642,7,157260,45,240470
201212,臺中港,681,9801799,141,1844858,0,0,13,58217,89,1405995,62,455236,0,0,2,12786,3,67554,74,1324160,0,0,2,3680,0,0,1,42403,1,23999,0,0,15,348739,0,0,153,2653270,0,0,0,0,5,49050,14,168824,0,0,6,20068,0,0,0,0,19,375865,1,14132,0,0,1,43024,0,0,7,112524,5,141202,0,0,0,0,3,235589,2,26199,6,91470,56,282955
201301,臺中港,699,10016855,144,1984542,2,62197,10,130155,88,1106751,67,502014,1,16764,3,16788,0,0,75,1366220,1,11571,5,13131,0,0,0,0,0,0,0,0,21,450595,1,57280,165,2769405,1,32520,0,0,4,39240,8,105376,0,0,4,31774,0,0,0,0,13,219973,1,14132,0,0,4,236106,0,0,8,149728,4,112129,0,0,0,0,1,97496,9,191031,5,62144,54,237793
201302,臺中港,513,8384601,112,1726677,1,1902,6,183405,59,891972,46,363238,0,0,2,9091,1,29956,54,914546,1,43501,2,4793,0,0,0,0,0,0,0,0,23,565614,0,0,112,2180983,1,28805,0,0,3,29430,13,198398,0,0,3,32827,0,0,0,0,13,195600,0,0,0,0,2,118064,0,0,5,103199,2,59609,0,0,0,0,3,215984,6,138367,7,93457,36,255183
201303,臺中港,670,10163175,144,1741178,3,5706,9,41062,77,1011919,73,511844,0,0,4,24222,1,29211,71,1491603,0,0,3,9167,1,35119,0,0,0,0,0,0,30,648272,0,0,153,3000973,6,346762,0,0,5,49050,19,262347,0,0,6,23193,0,0,0,0,6,169089,0,0,0,0,0,0,0,0,5,88777,3,85895,0,0,0,0,1,87137,5,121137,10,183914,35,195598
201304,臺中港,696,10456996,146,1924688,1,1902,8,32744,88,1277184,86,556550,2,49416,3,19179,0,0,68,1290311,1,40033,1,1981,2,43638,1,19785,1,23999,0,0,23,511373,0,0,160,2964743,4,166530,0,0,4,39240,16,182236,0,0,3,12958,0,0,0,0,8,149448,0,0,0,0,2,94413,0,0,7,239990,3,68739,0,0,0,0,2,184633,8,241510,8,122232,40,197541
201305,臺中港,684,10659459,147,1757553,1,1902,9,99734,78,1058717,76,613462,2,41774,2,12786,0,0,72,1226111,2,57525,0,0,0,0,0,0,0,0,0,0,20,456149,0,0,161,3374212,7,276353,0,0,4,39240,19,191218,0,0,8,38151,0,0,0,0,14,379861,0,0,0,0,3,207101,1,8999,5,166643,4,105179,0,0,0,0,2,119912,4,160399,5,69916,38,196562
201306,臺中港,620,9899379,130,1860741,1,56978,6,51643,88,1641066,75,573696,3,62661,5,31120,0,0,64,1127981,1,4593,3,6471,0,0,0,0,0,0,0,0,19,434885,0,0,132,2340064,9,551782,0,0,3,29430,16,191385,0,0,5,15111,0,0,0,0,7,149794,2,28264,0,0,0,0,0,0,5,159369,3,89321,0,0,0,0,1,97496,4,69457,7,238369,31,87702
201307,臺中港,626,9537033,131,1777768,1,1902,11,102840,90,1370750,77,641863,3,56205,3,17815,0,0,70,1190775,0,0,1,2997,0,0,1,85845,0,0,0,0,22,551682,0,0,119,2142957,8,468920,0,0,4,39240,15,196081,0,0,5,16796,0,0,0,0,7,124446,0,0,0,0,1,85619,0,0,4,70890,2,59356,0,0,0,0,1,97496,3,44319,8,233698,39,156773
201308,臺中港,658,10086410,138,1928213,3,51833,12,78720,79,1036058,65,485014,1,20887,4,22996,3,75279,67,1297949,2,62318,3,7341,2,996,0,0,1,23999,0,0,42,872196,0,0,133,2777136,6,132465,0,0,0,0,6,81017,0,0,7,26640,0,0,0,0,12,319403,0,0,0,0,1,42898,0,0,6,106006,1,29644,1,30241,0,0,2,194992,4,67110,4,67292,53,247767
201309,臺中港,642,9667115,123,1941607,4,53735,10,75508,79,1111188,77,621278,4,64895,3,19179,2,31242,74,1460155,1,38928,2,6181,3,1494,0,0,1,29589,0,0,23,515038,0,0,131,2362583,4,106714,0,0,0,0,6,86234,0,0,6,43830,0,0,1,2389,9,250455,1,14132,0,0,1,42898,0,0,5,88777,2,59086,0,0,0,0,3,227343,5,139106,5,74552,57,198999
201310,臺中港,690,10602160,128,1731687,1,1902,11,136136,81,1356971,56,428274,3,47218,4,25688,0,0,65,1191881,2,27178,2,5771,6,2988,0,0,1,23999,0,0,28,682247,0,0,139,2706571,7,349275,0,0,0,0,7,110131,0,0,5,26162,0,0,0,0,14,208863,0,0,0,0,2,144037,1,24210,5,88777,4,118965,0,0,0,0,3,163306,8,320455,15,362499,92,316969
201311,臺中港,710,10438782,144,2027060,0,0,13,68440,95,1343505,69,524188,2,41774,5,30328,1,86205,68,1278769,0,0,2,5160,2,996,0,0,1,29168,0,0,24,618548,0,0,139,2505742,2,138267,0,0,0,0,11,134225,0,0,9,62301,0,0,0,0,11,283131,0,0,0,0,2,74243,0,0,8,284006,4,107377,0,0,0,0,3,156189,4,53447,12,280097,79,305616
201312,臺中港,686,9885050,145,2239142,2,62186,9,68335,89,1369281,77,567749,4,63209,2,9391,1,22116,71,1283937,1,9910,0,0,0,0,0,0,0,0,0,0,21,429213,0,0,127,2343257,3,172062,0,0,0,0,9,104098,0,0,2,27162,0,0,0,0,15,234729,0,0,0,0,0,0,1,65976,7,110517,3,87335,0,0,0,0,1,97496,1,16850,8,117654,87,383445
201401,臺中港,667,10054771,140,2380122,3,100560,16,135277,90,1144975,74,626697,1,20887,3,19179,1,46982,69,1118292,2,43904,1,2363,0,0,1,64397,1,29168,0,0,17,390575,0,0,133,2538972,1,20809,0,0,0,0,9,115397,0,0,4,15124,0,0,0,0,12,270200,1,14132,1,22496,0,0,0,0,5,88777,5,151123,1,5706,0,0,1,81120,5,209059,8,165556,62,232922
201402,臺中港,568,9014022,104,1594254,2,3804,9,81603,71,1097972,63,475483,4,50450,4,24208,0,0,62,1161890,2,41680,0,0,0,0,1,40030,2,53588,0,0,17,607555,0,0,118,2213621,5,272661,0,0,0,0,7,65437,0,0,5,55177,0,0,0,0,12,273179,0,0,0,0,0,0,0,0,6,106006,4,112196,0,0,0,0,2,101362,5,83540,9,180974,54,317352
201403,臺中港,681,10276721,133,1777059,3,5706,10,87586,91,1504408,77,638233,6,134617,3,19179,1,25710,70,1258633,0,0,1,1945,1,26029,0,0,1,23999,0,0,20,621001,0,0,151,2704485,2,129018,0,0,0,0,9,84225,0,0,1,1362,0,0,0,0,7,106489,0,0,0,0,2,123150,0,0,8,195585,5,152955,0,0,0,0,1,97496,5,117690,12,243262,61,196899
201404,臺中港,655,10725285,150,2047365,3,93097,6,34475,84,1257574,78,628799,2,41774,2,12786,1,28539,76,1346398,1,17019,3,15219,0,0,0,0,3,82335,0,0,21,621352,0,0,124,2631604,3,226014,0,0,0,0,8,77512,0,0,3,30150,0,0,0,0,7,198085,0,0,0,0,1,40115,0,0,7,144495,8,239727,0,0,0,0,3,233209,3,50000,15,398992,43,228650
201405,臺中港,606,10484113,141,2040677,1,50629,10,99073,89,1238372,79,573117,5,104676,4,25572,1,25709,65,1244729,0,0,2,5989,0,0,1,61978,1,29589,0,0,26,875642,0,0,109,2252707,6,393229,0,0,0,0,9,86806,0,0,3,12065,0,0,0,0,9,233376,0,0,0,0,2,116855,0,0,8,162382,1,29644,1,40066,0,0,1,97496,9,206085,10,280950,13,196700
201406,臺中港,619,10779347,135,2101395,2,3804,13,57515,102,1750890,81,645150,2,41774,2,12786,1,25710,67,1286283,0,0,3,8281,0,0,0,0,2,53574,0,0,29,800285,0,0,110,2302876,9,539420,0,0,0,0,13,126269,0,0,3,34968,0,0,0,0,8,172383,0,0,0,0,1,39969,0,0,5,88777,3,89321,0,0,1,28616,1,31198,4,49883,11,374514,11,113706
201407,臺中港,646,11201117,132,1906918,2,49931,12,126517,111,2128517,77,598846,5,60209,3,19179,2,31890,69,1296684,0,0,1,1971,0,0,0,0,2,52980,0,0,25,612361,1,7252,120,2380761,7,486368,0,0,1,28896,12,115597,0,0,2,4491,0,0,1,4355,12,262102,1,14132,0,0,0,0,0,0,7,123235,4,170199,1,5706,0,0,3,171075,7,141637,9,265498,17,133810
201408,臺中港,613,10468864,133,2119944,3,44133,8,145255,100,1272351,80,654992,3,46737,4,22426,0,0,60,1068366,1,9731,1,4974,0,0,0,0,1,23999,0,0,24,584499,0,0,109,2387004,7,537102,0,0,0,0,10,96732,0,0,1,1998,0,0,0,0,22,545066,1,14132,0,0,4,161768,0,0,5,88777,5,145115,0,0,0,0,1,97496,6,97858,8,223062,16,75347
201409,臺中港,592,10061783,115,1855059,3,5706,11,194880,100,1415954,70,544611,4,101858,3,19179,0,0,55,955261,0,0,1,3221,0,0,0,0,1,23999,0,0,25,602361,0,0,113,2299473,10,514860,0,0,0,0,11,103074,0,0,5,12881,0,0,0,0,14,326465,0,0,0,0,5,235176,0,0,7,123893,3,85131,0,0,0,0,3,173868,6,114491,5,162068,22,188314
201410,臺中港,602,9597257,128,1856561,2,49942,12,65239,94,1396832,65,518031,3,70296,3,19179,0,0,56,847039,0,0,4,14060,0,0,0,0,1,29575,0,0,22,633201,0,0,124,2281639,5,305418,0,0,0,0,9,86450,0,0,1,1493,0,0,0,0,18,368433,1,14132,0,0,0,0,0,0,6,116358,5,206789,0,0,0,0,3,231728,10,258603,5,110900,25,115359
201411,臺中港,626,9553605,132,1931843,1,48029,14,138383,94,1422165,72,608306,3,67174,3,19179,0,0,69,1113212,0,0,3,8177,0,0,0,0,0,0,0,0,23,547112,0,0,134,2178401,2,134859,0,0,0,0,9,86806,0,0,4,8343,0,0,1,4573,19,502698,0,0,0,0,1,47984,0,0,6,106006,2,55351,0,0,0,0,1,97496,7,138730,10,170056,16,118722
201412,臺中港,625,9462676,119,1696289,1,1902,17,151313,89,1263830,73,613252,5,97807,3,19179,0,0,61,1035743,0,0,4,13582,0,0,0,0,1,23999,0,0,17,445368,0,0,130,2401832,4,274401,0,0,0,0,10,96732,0,0,3,5722,0,0,0,0,24,500703,0,0,0,0,0,0,1,29289,6,106664,3,91762,1,5706,0,0,0,0,6,87455,12,322118,35,178028
201501,臺中港,685,10879565,133,2098842,2,3804,16,106099,88,1305807,67,541689,4,66804,2,12786,0,0,69,1363824,1,23263,8,24439,0,0,0,0,1,23999,0,0,29,806286,0,0,151,2260610,3,81357,0,0,0,0,14,129636,0,0,4,14434,0,0,2,6570,21,454710,0,0,0,0,0,0,1,14784,6,106006,3,88932,1,5706,0,0,5,315263,10,339056,10,221816,34,463043
201502,臺中港,570,8867265,112,1760780,2,3804,13,131854,81,1269576,65,565098,3,47326,2,12786,1,64,58,974524,0,0,8,18960,0,0,0,0,0,0,0,0,14,338046,0,0,133,2430526,5,294683,0,0,0,0,8,75096,0,0,4,9185,0,0,1,2977,10,178684,0,0,0,0,0,0,0,0,5,88777,2,88396,0,0,0,0,2,70228,11,222649,4,104371,26,178875
201503,臺中港,647,10504981,115,1671409,2,3804,23,206609,89,1294597,76,618686,3,46737,2,12786,0,0,78,1652806,0,0,2,6490,0,0,0,0,2,53574,0,0,17,438334,0,0,133,2571154,6,286959,0,0,0,0,12,142852,0,0,4,10902,0,0,1,2977,24,552640,0,0,0,0,1,51255,0,0,4,70890,3,95617,1,5706,0,0,2,178636,13,287478,9,135272,25,106811
201504,臺中港,672,11124441,122,2217561,1,48029,17,165129,97,1321711,90,713291,2,41774,4,27052,1,25709,67,1286563,0,0,8,19615,0,0,0,0,2,58757,0,0,13,353737,0,0,135,2359514,5,299917,0,0,0,0,14,134790,0,0,7,18034,0,0,0,0,18,528853,0,0,0,0,0,0,0,0,5,88777,3,121277,0,0,0,0,4,249041,19,316106,11,438291,27,290913
201505,臺中港,638,11527818,122,2027323,2,97760,8,247566,99,1480323,96,792977,1,20887,3,19179,1,64,59,1066194,0,0,5,16725,0,0,0,0,4,112724,0,0,18,505181,0,0,125,2948779,7,614316,0,0,0,0,16,223125,0,0,2,4554,0,0,1,1997,23,460309,0,0,0,0,0,0,0,0,7,149688,0,0,0,0,0,0,1,97496,18,248580,7,321165,13,70906
201506,臺中港,632,10642477,119,1903082,1,48032,11,68107,95,1347676,92,713058,3,45869,3,19179,0,0,72,1424206,1,43673,2,7364,0,0,0,0,2,53574,0,0,18,612541,1,7252,113,2370729,10,589886,0,0,0,0,17,223734,0,0,3,9299,0,0,1,4355,19,356855,0,0,0,0,1,51255,0,0,5,111587,1,29965,0,0,0,0,0,0,15,216133,6,81526,21,303540
201507,臺中港,621,10310384,126,2093571,0,0,14,168545,85,1092398,85,693291,2,41774,3,19179,0,0,70,1317297,2,44409,3,8320,0,0,0,0,2,53589,0,0,18,614338,0,0,114,2381298,7,380868,0,0,0,0,14,136145,0,0,2,8108,0,0,0,0,10,160200,0,0,1,9611,0,0,0,0,6,105560,3,138856,1,19758,0,0,2,142164,20,329248,8,236019,23,115838
201508,臺中港,637,10456993,114,1814712,0,0,13,147518,100,1433921,89,765306,2,41774,3,19179,0,0,70,1366234,1,9910,2,4842,0,0,0,0,1,29168,0,0,24,748324,0,0,120,2495071,6,386641,0,0,0,0,13,125893,0,0,2,8404,0,0,0,0,12,171041,1,14132,0,0,1,51255,2,29877,6,119446,2,59086,0,0,0,0,1,97496,17,236025,7,184998,28,96740
201509,臺中港,642,10727621,115,2083604,0,0,16,104793,97,1400159,88,732326,3,56625,3,19179,0,0,79,1599709,0,0,3,6303,0,0,0,0,2,53164,0,0,17,536598,0,0,129,2425700,10,716181,0,0,0,0,11,105718,0,0,3,43599,0,0,0,0,11,226924,0,0,0,0,0,0,0,0,2,35774,1,32474,1,5706,1,24341,0,0,17,232820,4,121479,29,164445
201510,臺中港,692,11452199,136,2291845,0,0,13,68531,97,1375462,91,804192,2,41774,3,19179,1,25709,72,1406183,0,0,3,8948,0,0,0,0,2,53574,0,0,20,528917,0,0,152,3057375,7,454896,0,0,0,0,9,88968,0,0,3,5215,0,0,1,4355,20,420559,0,0,0,0,1,47984,0,0,2,35774,2,137263,0,0,1,34349,2,89490,12,230584,2,27499,38,193574
201511,臺中港,662,10317924,121,2095280,0,0,18,96030,102,1430749,97,796392,1,20887,4,39070,0,0,80,1545841,0,0,4,9941,0,0,0,0,1,28981,0,0,13,346743,0,0,129,2357726,6,339614,0,0,0,0,7,67230,0,0,1,2998,0,0,0,0,12,323008,0,0,0,0,1,39976,0,0,2,35774,2,84902,1,5706,0,0,1,97496,9,180907,5,146379,45,226294
201512,臺中港,696,10880048,121,2036720,1,59262,15,71737,97,1307791,84,678194,4,83511,2,12786,0,0,89,1728295,1,9588,1,2396,0,0,0,0,2,53574,0,0,23,719854,0,0,138,2566105,2,130624,0,0,1,13982,9,94609,0,0,4,13503,0,0,1,2977,20,483892,1,14132,0,0,0,0,0,0,3,79506,0,0,0,0,0,0,2,103386,12,246421,5,134853,58,232350
200101,蘇澳港,38,358873,10,104952,0,0,0,0,1,17677,0,0,1,4028,0,0,0,0,5,22392,0,0,1,20726,0,0,0,0,0,0,0,0,1,10930,0,0,12,110576,0,0,0,0,1,5955,0,0,0,0,1,1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37999,2,21715,0,0
